,Vote,Yearly_IncomeK,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,Most_Important_Issue,Overall_happiness_score,Avg_size_per_room,Weighted_education_rank
178,Browns,4358.0,11.0,510.3393663,11.642000000000001,81.13076346,Financial,196.18550530000002,378.9607434,108.21878559999999
179,Blues,9322.0,14.0,457.43878279999996,4.678,461.7602114,Education,493.7315034,828.4829741000001,181.7078674
181,Reds,9247.0,9.0,100.2419767,2.753,331.0103842,Other,582.2117793,506.5965505,443.02489349999996
182,Browns,6241.0,12.0,820.7853257,9.759,237.8783568,Healthcare,30.70598574,38.32086537,9.791824145
183,Reds,6586.0,9.0,155.3877872,5.414,281.8066637,Foreign_Affairs,615.7746232000001,502.9164403,603.6006535
186,Purples,4004.0,12.0,478.50957760000006,11.995999999999999,163.5736811,Financial,169.1072574,188.3950232,350.3880111
187,Turquoises,5932.0,10.0,161.2382364,4.0680000000000005,102.9767262,Social,503.02346960000006,392.3634649,379.9874848
190,Blues,4519.0,9.0,235.97969550000002,9.481,547.8266057999999,Social,553.5262998,295.2284159,395.64507549999996
193,Violets,6425.0,10.0,677.5461199,9.575,262.7734327,Healthcare,440.5147478999999,37.40406236,8.537643501
194,Oranges,4511.0,7.0,338.60229389999995,7.489,242.7277259,Military,621.7416107999999,686.1746161,244.71681230000002
195,Khakis,3525.0,9.0,216.40475440000003,6.475,162.6841196,Environment,409.5260548,407.2027808,326.69633849999997
197,Purples,5435.0,14.0,577.520231,10.565,99.55155885,Healthcare,133.1762189,153.1159256,219.56931380000003
199,Yellows,9950.0,16.0,276.19462660000005,4.05,292.315694,Education,627.9692878999999,502.30116910000004,255.25107200000002
200,Reds,8156.0,10.0,106.23004250000001,3.844,134.07288640000002,Foreign_Affairs,546.9288609,418.4093308,450.7509733
203,Greys,9855.0,8.0,142.2013169,2.145,184.2580996,Military,,607.9956681,590.6995900000001
205,Browns,4147.0,13.0,673.6921109,11.853,114.69809879999998,Environment,29.42251291,194.042976,127.4302905
207,Greens,3172.0,12.0,284.5415547,6.827999999999999,303.2013712,Social,667.2589059,490.42777429999995,270.0071147
208,Browns,9780.0,10.0,532.7866602,6.22,132.31488829999998,Financial,191.0000025,414.3515506,74.50620459
209,Browns,7442.0,8.0,675.1664247,8.558,116.2338091,Financial,109.59699979999999,121.17168810000001,100.0946255
210,Greens,8173.0,12.0,264.6459041,1.827,142.8652393,Education,602.8865922,489.8568709,256.3836609
211,Blues,3075.0,10.0,644.1153418,10.925,695.629869,Social,113.9317488,967.1821059,718.1209731
212,Pinks,3665.0,11.0,259.0472463,6.335,34.7837829,Education,506.191558,683.9468862000001,682.2928509
213,Blues,7429.0,13.0,685.0073854,6.571000000000001,491.22475189999994,Education,420.07348550000006,973.5119642999999,988.5010645
214,Browns,3283.0,16.0,499.86347750000004,12.717,117.2854348,Education,125.08626140000001,430.52901610000004,176.7710298
216,Turquoises,3320.0,12.0,42.28611427,6.68,50.27819407,Environment,518.4758507,468.76179979999995,478.2990034
218,Purples,9408.0,13.0,723.206636,6.5920000000000005,69.09869875,Environment,88.35906804,28.08243128,138.2357262
219,Yellows,4326.0,9.0,201.8712062,9.674,-35.96832772,Social,639.7599640999999,357.38745869999997,529.6782646
221,Turquoises,9036.0,14.0,95.39016087,0.9640000000000001,131.1354402,Healthcare,540.3749665,425.3905568,456.3814735
222,Blues,7643.0,9.0,201.19614019999997,6.357,464.00831150000005,Social,306.26265839999996,450.23846069999996,478.33162410000006
224,Pinks,5283.0,10.0,226.9604859,4.717,29.36672383,Environment,488.9305775,624.5613359,689.4016992
225,Purples,7277.0,14.0,696.7466215,8.722999999999999,116.3439652,Healthcare,46.9211375,71.56490823,189.1643987
226,Greens,9667.0,10.0,269.859961,0.33299999999999996,,Financial,667.3715047999999,511.9033994,288.64842789999994
227,Turquoises,9907.0,9.0,121.1558967,0.09300000000000001,65.13144632,Financial,464.4418563,415.56933300000003,420.7167597
228,Turquoises,4806.0,12.0,148.4272304,5.194,139.0421349,Financial,478.53076799999997,388.06403389999997,404.92079989999996
230,Pinks,3637.0,5.0,276.4651683,6.3629999999999995,71.39783529,Financial,520.6166621,664.5688993,721.1900086
231,Whites,8825.0,10.0,285.04452280000004,1.175,118.16427279999999,Education,531.6046972,304.5309744,294.955168
232,Browns,4639.0,15.0,533.6297860000001,11.360999999999999,39.33867786,Environment,64.44216359,314.0568946,254.08277560000002
233,Reds,9292.0,7.0,192.3811629,2.708,64.4278089,Other,690.8162352999999,524.2691234,503.26891910000006
237,Browns,5015.0,13.0,563.0522176,10.985,212.33757319999998,,79.62793149,348.5985128,157.3737993
239,Whites,6823.0,9.0,104.07812309999998,3.177,167.211802,Healthcare,482.8068586,415.60265439999995,558.4272167
240,Yellows,9600.0,11.0,386.7712117,4.4,308.54718310000004,Social,719.4013896,268.7583716,280.951353
241,Turquoises,3364.0,13.0,132.0833198,6.636,25.05614007,Healthcare,483.6516682,382.246195,442.44327300000003
242,Blues,7864.0,11.0,406.6119697,6.136,520.5720833,Financial,,220.71869930000003,655.8273402000001
243,Turquoises,3435.0,11.0,154.00463290000002,6.565,315.55646160000003,Environment,397.48081,386.9912764,
244,Greys,6300.0,6.0,166.9610552,5.7,31.85011019,Military,404.8720872,630.4012941000001,542.6869612
246,Violets,9625.0,10.0,813.1225437,6.375,78.98046929,Healthcare,48.09636134,44.26959659,0.739374781
247,Turquoises,7604.0,8.0,117.35458529999998,2.396,224.7147534,Financial,431.0155403,465.4190432,411.5839357
248,Violets,3433.0,12.0,677.9307273,12.567,120.82652079999998,Education,263.3661063,95.37164484,10.23437683
249,Browns,3337.0,11.0,653.0872463999999,12.663,286.22292860000005,Environment,63.61255703,180.1575901,134.2271418
250,Oranges,8232.0,10.0,216.82999680000003,,293.40247410000006,Other,700.3636325,417.3178663,494.2270415
251,Purples,3759.0,10.0,630.2472842999999,12.241,39.56957812,Social,50.10094928,62.59973522,440.9788862
252,Browns,,14.0,564.533175,12.878,63.9014983,Education,292.07488689999997,311.1929218,10.28912587
254,Khakis,8184.0,10.0,54.20327347,1.8159999999999998,109.97085829999999,Education,458.58382620000003,466.97103610000005,
255,Greys,3605.0,9.0,116.32283629999999,8.395,240.24846119999998,Military,415.6282744,419.92359639999995,499.5713455
258,Turquoises,7242.0,13.0,153.7003023,2.758,145.561607,Education,600.5786994,410.77602110000004,425.52322680000003
259,Turquoises,7937.0,,97.31887749,2.063,319.70559280000003,Environment,512.2987442,438.7674468,425.3656967
262,Oranges,6795.0,7.0,187.9030984,5.205,322.6277412,Other,614.6960321,385.1977059,594.7250119
263,Browns,3981.0,11.0,683.2215505,12.019,170.76345469999998,Environment,103.5732459,137.4304676,77.88526446
267,Greys,7259.0,9.0,152.3147448,4.7410000000000005,330.30118789999995,Foreign_Affairs,478.5837585,592.183713,619.3452517999999
268,Turquoises,6560.0,11.0,143.4396491,3.44,60.02956469,Financial,463.0286221,406.1284864,398.0382959
269,Turquoises,9952.0,10.0,161.13113149999998,0.048,82.89543337,Social,432.7889558,481.4791899,354.73163910000005
270,Browns,3040.0,11.0,542.3337044,12.96,215.21704069999996,Environment,333.9143242,356.19689900000003,4.155202368
271,Turquoises,5204.0,11.0,84.11806852,4.796,198.15805930000002,Healthcare,490.4246014,451.03218030000005,432.2776711
272,Greys,8957.0,8.0,141.33040549999998,3.043,28.60379103,Military,431.79808030000004,611.2444582,554.2904427999999
273,Whites,6224.0,11.0,272.0613002,3.7760000000000002,,Education,568.1320994,290.35341810000006,340.5519559
274,Browns,4019.0,14.0,635.8161129,11.981,73.08258878,Environment,207.75975649999998,222.66228040000001,8.124447868999999
275,Turquoises,4058.0,9.0,73.85564672,5.942,71.00249656,Financial,489.85887560000003,441.2937365,456.34924079999996
276,Browns,3636.0,11.0,673.5144419,12.364,,Environment,99.47643745,124.66918490000002,109.70606129999999
278,Browns,4531.0,15.0,742.5005056,11.469000000000001,22.43685358,Education,10.37019898,109.24295149999999,101.40423
280,Turquoises,9174.0,14.0,157.8364566,0.826,158.7630337,Education,544.5572383,364.9596006,431.5084671
281,Turquoises,8677.0,15.0,121.58318770000001,1.3230000000000002,39.50898493,Environment,,418.9985315,418.68160530000006
282,Reds,3989.0,7.0,,,247.68555780000003,Other,529.3740012000001,495.40517580000005,403.26768419999996
283,Turquoises,3750.0,11.0,134.2557747,6.25,61.60784169,Social,479.95603289999997,397.3253769,415.8526638
284,Turquoises,9444.0,10.0,136.7744013,0.556,26.41904237,Financial,,424.7579739,447.48273099999994
285,Browns,3346.0,14.0,487.14225660000005,12.654000000000002,66.71557813,Healthcare,358.55249,409.9745691,42.62094286
286,Browns,5728.0,10.0,857.5794041000001,10.272,138.6087979,Healthcare,1.97706805,10.36162651,2.335598205
288,Oranges,6178.0,5.0,,5.822,150.50258449999998,Military,727.6939464,598.514219,357.8053063
290,Yellows,9338.0,12.0,274.4305131,4.662,294.78799189999995,Education,,360.1109371,277.5329842
292,Turquoises,7729.0,11.0,194.1414925,2.271,34.84219993,Environment,368.5642216,426.99556900000005,377.1752943
293,Browns,7647.0,10.0,588.5952533,8.353,336.0931252,Financial,209.20491230000002,261.9795325,46.97809519
294,Reds,5310.0,11.0,164.1974745,6.69,203.9414233,Other,539.9026357999999,511.09658719999993,658.8881872000001
296,Turquoises,3848.0,11.0,210.46499790000001,6.152,28.15003845,Healthcare,509.09899900000005,379.9551712,327.36755039999997
298,Oranges,4564.0,6.0,242.57788540000004,7.436,86.05688438,Military,558.6526702000001,322.9407861,344.906707
299,Greens,6453.0,16.0,235.57072889999998,3.5469999999999997,106.8367045,Education,663.3372711000001,517.5375198,331.16001780000005
300,Pinks,6799.0,11.0,173.5849501,3.201,52.85027285,Education,567.4923112,399.0130115,375.991327
302,Reds,9656.0,6.0,109.8153335,2.344,37.18274953,Foreign_Affairs,533.0405735,448.6472418000001,591.2722422999999
303,Browns,7984.0,15.0,,8.016,150.1274842,Education,169.53285730000002,308.2595627,159.30570500000002
304,Turquoises,7539.0,13.0,83.32143479,2.461,303.6839657,Social,489.4813671,439.31100369999996,443.8870283
305,Turquoises,9564.0,8.0,121.47837209999999,0.436,184.100253,Financial,414.8569035,439.0198869,438.4445469
306,Greens,8902.0,12.0,254.13340519999997,1.0979999999999999,101.97882729999999,Social,634.9619876,506.10438939999995,284.7518037
308,Blues,3337.0,13.0,434.66179789999995,10.663,387.5582869,Education,446.2523242,919.6254455,400.2174796
309,Greens,8137.0,12.0,253.3818293,1.8630000000000002,106.38349199999999,Environment,663.1080237000001,517.4367815,306.8832408
310,Turquoises,8490.0,15.0,124.2906893,1.51,99.81140297,Education,512.0500247,487.62388200000004,376.9154597
313,Browns,7644.0,9.0,733.0938831,8.356,132.51148590000003,Financial,17.65315169,130.48523799999998,89.84515103
314,Turquoises,6981.0,,59.71653422,3.0189999999999997,80.65450899,Education,541.4411815000001,503.00785769999993,457.1089085
315,Browns,9769.0,12.0,340.0588974,6.231,24.84396018,Environment,170.1271063,473.0345511,421.91804129999997
316,Khakis,3894.0,5.0,222.0221096,6.106,142.63951730000002,Financial,400.25372660000005,388.4525659,335.98272030000004
317,Greys,8236.0,9.0,153.46880009999998,3.764,43.47813613,Foreign_Affairs,389.14221210000005,490.9367931,605.7406344
318,Reds,4047.0,10.0,153.2559138,7.952999999999999,316.5041329,Foreign_Affairs,641.2160318,487.6154494,441.75885999999997
319,Khakis,6476.0,9.0,61.11750834,3.5239999999999996,12.60390424,Education,448.1320305,470.6461938,513.5431764
320,Violets,7946.0,12.0,324.2954163,8.054,203.52277,Environment,443.7581473,317.8428627,237.65833650000002
321,Browns,9663.0,9.0,477.20425,6.337000000000001,91.18077691,Social,53.56765093,456.7008478,337.0667702
322,Blues,9496.0,13.0,563.1109602000001,4.504,431.6669051,Education,149.7297699,636.4192856000001,919.2785446
323,Greens,6509.0,12.0,258.81513309999997,3.491,130.30643999999998,Financial,658.9667218,526.8435211,297.52955810000003
324,Yellows,8965.0,13.0,178.4036675,,-91.8405272,Healthcare,591.2111256000001,347.7760815,518.3378784
325,Greens,4456.0,10.0,317.3962978,5.544,267.98811159999997,Healthcare,650.2080877000001,493.02949110000003,220.48371740000002
326,Khakis,9709.0,6.0,190.5412013,0.29100000000000004,33.16918965,Social,444.1316073,403.7492603,345.3375702
327,Turquoises,9449.0,9.0,141.0597821,0.551,114.2672379,Social,561.8150051,463.1254991,378.68619839999997
328,Browns,6008.0,9.0,783.3961521000001,9.992,85.65098499999999,Social,0.68999317,143.8743131,12.58483473
329,Browns,9803.0,15.0,560.288174,6.197,282.37499269999995,Education,194.4892216,232.8489746,113.7147014
330,Browns,4909.0,14.0,439.2803847,11.091,102.42491899999999,Education,75.06657018,443.88857609999997,403.82128769999997
331,Blues,6195.0,16.0,440.90355700000003,7.805,535.8588338999999,Education,608.489763,169.04101469999998,229.6445526
332,Khakis,6577.0,8.0,264.4855047,3.423,102.88260129999999,Healthcare,389.06101889999997,362.0563308,303.4887565
333,Oranges,7592.0,11.0,343.8379335,4.408,44.71388004,Other,816.6583668,367.27479589999996,518.330941
334,Khakis,5137.0,6.0,45.23221432,4.863,326.13085099999995,Financial,477.773607,460.9023069,504.8281527
335,Violets,4119.0,9.0,689.997341,11.880999999999998,153.460949,Financial,155.613856,73.31756785,81.14845523
336,Turquoises,5341.0,10.0,271.8966365,4.659,89.05392909,Healthcare,502.2322278,267.718756,358.69104139999996
337,Turquoises,8226.0,13.0,88.05919211,1.774,282.6703706,Environment,526.0985751000001,454.15086110000004,429.49367300000006
339,Blues,3470.0,13.0,396.58425189999997,10.53,365.86014480000006,Social,764.6206593999999,749.0474335,658.8406477000001
340,Khakis,7690.0,7.0,54.60474536,2.31,56.33269645,Social,453.79571009999995,476.0996802,483.39829739999993
341,Blues,,12.0,522.4437097,9.941,697.7722566000001,Healthcare,564.531157,827.8321754,901.6331963
343,Reds,4315.0,9.0,87.38505594,7.685,68.16586566,Foreign_Affairs,560.6879567000001,518.7581711,439.98957649999994
344,Browns,6825.0,9.0,827.8018971,9.175,341.00004029999997,Financial,9.552275759,43.25229581,14.10027232
346,Khakis,9777.0,10.0,243.34795150000002,0.223,185.8599996,Education,388.1057698999999,392.2561442,312.67896989999997
347,Turquoises,9361.0,10.0,242.0885792,0.639,74.91686805,Financial,490.90423160000006,372.4480564,294.4406439
348,Browns,4905.0,12.0,530.1697971,11.095,111.1750888,Environment,107.24919320000001,255.0584011,241.4841773
349,Blues,3413.0,,369.2062499,10.587,376.3181193,Environment,856.502986,595.2620843999999,487.9995345
350,Browns,7887.0,11.0,505.09270250000003,8.113,10.13441526,Social,35.81877006,467.38373870000004,303.5550881
351,Turquoises,3977.0,11.0,134.0785779,6.023,190.0437028,Healthcare,547.1031928,436.32015,391.8185275
352,Browns,7178.0,11.0,492.9090204,8.822000000000001,54.67356183,Healthcare,145.85147880000002,267.05125519999996,248.4587317
353,Pinks,7469.0,8.0,251.13859130000003,2.531,150.844287,Social,496.8406204,659.9813481000001,693.5628545
355,Reds,7416.0,11.0,176.5448694,4.584,176.5925906,Other,676.4588123999999,502.9699057,504.6430695
