,Vote,Yearly_IncomeK,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,Overall_happiness_score,Avg_size_per_room,Weighted_education_rank,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social
46,9,0.06800000000000006,1.2058707472025239,-1.1689059259675887,-0.8240131674506911,-0.7074989012037264,0.03505193552797253,0.03580359048110012,0.047068622336263674,1,0,0,0,0,0,0,0
47,3,0.9445714285714286,-0.6652711286659073,-0.8855930528351151,-1.1485528201883304,-0.8412869816212517,0.005955548767382879,-0.2170410124393244,-0.13524283808921816,0,0,0,0,0,1,0,0
48,11,0.20771428571428574,-1.0394995038395936,-0.08265675800602403,-0.9726085702491045,-0.8881958988605536,0.12309999428312093,-0.8775382196630828,-0.6530623782796412,0,0,0,0,0,0,0,1
50,1,-0.348,1.58009912237621,2.242037131626674,1.4416868801259368,-0.5401081114987691,-2.2148909778047243,-2.080619444263845,-1.8175481341497592,0,1,0,0,0,0,0,0
53,6,-0.12971428571428567,-1.0394995038395936,-0.16647446341666403,-0.6137309205457788,-1.1469425922563976,-0.003973654606978148,0.9669348168005206,1.1698710464608104,0,0,0,0,0,0,0,1
54,8,-0.15257142857142858,-1.0394995038395936,-0.7457066327574975,0.01833132448632772,-0.10381549605674611,0.2555675337120151,0.18578907627663532,0.7648943245595026,0,0,0,1,0,0,0,0
55,0,0.7382857142857142,-0.2910427534922211,1.728630063252135,-0.32140213221842934,2.7516151501499526,2.0620235730896534,-1.6651141010007178,-1.3841247475993204,0,0,1,0,0,0,0,0
56,7,-0.8211428571428572,-0.2910427534922211,0.8721143567090248,1.9449056675168834,0.06820406488808461,-1.3853103499997552,-1.7284167374194157,-0.39358077678614334,0,0,1,0,0,0,0,0
57,8,0.5820000000000001,-1.0394995038395936,-0.6000782839839459,-0.762934075502877,-0.13781394970617647,0.733440101756831,-0.04715887652707915,0.3044388004891408,0,0,0,0,0,0,1,0
59,6,0.8177142857142856,-1.4137278790132797,-0.41490272570126935,-1.621383999645041,-0.8331647690147613,-0.5753596238610226,-0.270708669918532,-0.49920123866259464,0,0,0,0,1,0,0,0
61,1,0.9914285714285713,0.08318562168146516,1.448715153566555,0.01711582016895842,-0.5960150193277988,-2.075479370779423,-1.3283989119627866,-1.1908673301116772,0,1,0,0,0,0,0,0
63,2,0.8845714285714286,0.8316423720288376,-0.4055742872653816,-1.6924910022111528,-1.0430137789619514,0.47501095345607114,0.24831769840855947,-0.6075496758066642,0,0,0,0,0,0,0,1
65,1,0.6054285714285714,0.8316423720288376,1.5718291030459182,0.42765240336048527,-0.8226782425118102,-1.8086136040238572,-1.0034911559567512,-1.8459373190875883,1,0,0,0,0,0,0,0
66,9,0.20028571428571418,0.08318562168146516,-0.7756974714197054,-0.9647077921862033,0.7857795775249842,0.2872450802376713,-0.07349832057290141,-0.2522334857858365,0,0,0,0,1,0,0,0
71,5,-0.48,-1.4137278790132797,-0.21831560832855462,0.366573311412671,-0.3754424732939875,-0.31670542304600313,-0.13012301629844042,-0.8540030329066378,0,0,0,0,0,0,1,0
72,1,0.5245714285714285,0.4574139968551514,1.697832878267604,0.5136493338143727,-0.2004760054958031,-1.963741709000963,-1.5211752137801546,-1.6053875548648848,1,0,0,0,0,0,0,0
73,9,-0.09885714285714287,0.4574139968551514,-0.7955584995991039,-0.6465495371147535,-0.09782030734855655,0.09905890923990682,-0.4646576526043179,0.13632877517234437,1,0,0,0,0,0,0,0
74,7,-0.5391428571428571,0.08318562168146516,2.133219525053776,0.15720269274578597,-0.13787159593476483,-2.073344906101663,-2.2583589026391024,-1.6103636058795472,0,0,0,0,0,0,0,1
76,4,-0.9751428571428571,-1.787956254186966,-0.22811161599498017,0.28543839822826106,0.7023371636884298,-0.535690419469677,-0.4860241796421303,-0.6209912333542563,0,0,1,0,0,0,0,0
77,2,-0.4491428571428572,1.58009912237621,-0.23600162465936525,-0.27399746384102147,0.6902279191259115,0.6066271170099409,0.18837228008385715,-0.7245092448400179,1,0,0,0,0,0,0,0
83,1,0.6511428571428572,0.4574139968551514,1.8056311463915466,0.37903223066570785,0.09766412599981135,-1.8866819131504533,-1.6979522295211078,-1.7210546328578646,1,0,0,0,0,0,0,0
84,0,-0.8665714285714285,-0.6652711286659073,1.2097632595268355,1.3854698054476002,3.5637180663518064,1.7195306717336551,0.370238330680925,2.0705905585011584,0,0,0,0,0,0,0,1
86,4,-0.30228571428571427,-1.787956254186966,-1.0955816945662413,-0.430189768622994,0.07563872046904357,-0.18032895350528277,-0.09731591535789981,0.23126866383892655,0,0,0,0,0,0,0,1
87,4,-0.7942857142857143,-0.2910427534922211,-0.3782456448341012,0.09308484000454814,-0.16843978202742846,-0.4515615535854504,-0.4128746634973995,-0.5157519788958811,1,0,0,0,0,0,0,0
88,2,0.17285714285714282,0.8316423720288376,-0.22583115361055908,-0.9355356885693368,1.4071472412030528,0.6335508219568813,0.1749497406258718,-0.7191483538554446,1,0,0,0,0,0,0,0
89,12,0.040857142857142925,-0.6652711286659073,-0.6950314554682459,0.42035937745626867,1.0730050095306296,0.4885966549046674,0.5432979910745163,0.5283185551935772,0,0,0,0,0,0,0,1
91,2,-0.0842857142857143,0.4574139968551514,-0.11517747376913574,-0.6620472171612138,-0.36114050498922157,0.698201970575532,0.2530346836281646,-0.804262046855097,1,0,0,0,0,0,0,0
92,11,-0.5214285714285714,-0.6652711286659073,-1.128169040698162,-0.19711681576740464,-0.7944121344247033,-0.13084844324664588,-0.08632532355784288,0.22009100981189916,0,1,0,0,0,0,0,0
93,5,0.7337142857142858,-0.6652711286659073,-0.7444462342099168,-0.9242922736336695,0.749349274889833,-0.5591715058652604,0.11785879653339477,-0.13775180699042844,0,0,0,0,0,0,1,0
96,8,-0.9125714285714286,-1.4137278790132797,-0.6610324362956465,0.8266416955370022,-0.10599607221152255,0.635462894593039,-0.13482014558912017,0.07924335548571831,0,0,0,0,0,0,1,0
97,4,0.46599999999999997,-2.1621846293606524,-0.3826116034961709,-1.247312545974597,-0.45493753843218915,-0.510166940678652,-0.3301670000553678,-0.5227026707713853,0,0,1,0,0,0,0,0
98,3,0.44914285714285707,-0.6652711286659073,-0.8642873972259975,-0.6216316986086801,-0.069476609684263,-0.23898834903330632,-0.3420819620621102,0.3156230637629526,0,0,0,1,0,0,0,0
103,9,0.46399999999999997,0.8316423720288376,-0.8305178179793204,-1.2451854134192006,-0.4288230326925652,0.48225306053820655,0.3535651314216753,0.04149439922424622,0,0,0,0,1,0,0,0
105,9,0.7342857142857142,1.58009912237621,-0.4453086455392842,-1.5326521844770722,0.5717851282849465,0.03847225910475322,-0.6052531691179438,-0.39922415246837845,1,0,0,0,0,0,0,0
108,1,0.19657142857142862,1.2058707472025239,1.3477457214650765,0.8624990728994012,-0.18273897399043335,-1.8543276549593275,-1.25983340199109,-1.3322033642766462,0,0,0,0,1,0,0,0
109,5,-0.7314285714285714,-1.4137278790132797,-0.33859341775230845,0.633984261233947,0.4514932429910953,-0.6780100502078932,-0.7179925527368014,0.39918540648457823,0,0,0,0,0,1,0,0
110,9,0.8391428571428572,-0.6652711286659073,-0.6395795483323069,-1.6441747055957179,-0.8860027255018723,0.0182421178876245,-0.4386808488409466,-0.2792133420943481,0,0,0,0,0,0,0,1
113,9,-0.65,0.4574139968551514,-1.1038903699699396,-0.06037258006334307,-0.3043098996770339,-0.04147511266640357,-0.09541950192771106,0.07043458220093998,0,1,0,0,0,0,0,0
115,1,0.8242857142857143,-0.2910427534922211,1.0906083579676664,0.19488332658423838,-0.6243389507097541,-1.259968683188684,-0.9709777029909189,-1.623434511461841,0,0,0,0,1,0,0,0
116,2,-0.9568571428571429,-1.0394995038395936,-0.18868771326063047,0.26599032915035037,-1.0705425264242105,0.5504639178788209,0.22184012688476187,-0.8092137194623961,0,0,1,0,0,0,0,0
117,1,-0.27542857142857147,0.4574139968551514,1.5097593386481372,1.3645023559729779,-0.08624667749833291,-2.1345312222358346,2.6062219266047086,-1.2790453942591955,0,0,1,0,0,0,0,0
119,9,0.05457142857142849,0.08318562168146516,-0.9968201968411909,-0.8097309917216003,0.7248762242200062,-0.08287058358158134,-0.25385605543278317,0.1922483004988698,0,1,0,0,0,0,0,0
121,11,-0.7285714285714286,-0.2910427534922211,-0.32230399787294495,0.02319334175580547,-0.810601794846712,0.15753794421919465,-0.5838842887631065,-0.564701093564101,0,1,0,0,0,0,0,0
122,6,-0.5731428571428572,-1.0394995038395936,-0.30597234182574234,-0.14211524540643766,0.16403238117598887,-0.3218798046929686,-0.41228456803030794,-0.6592547095534425,0,1,0,0,0,0,0,0
126,9,-0.14257142857142857,0.4574139968551514,-0.6193107823291794,-0.6000564969753727,-0.849577497654048,0.20626721602688045,-0.27325095781110437,-0.32019163503646875,0,0,0,0,0,0,0,1
128,9,-0.8808571428571429,0.4574139968551514,-1.068716673238987,0.18515929204528261,0.43239222297884106,-0.11677069748715152,-0.026164798847191674,-0.02809813524908933,0,1,0,0,0,0,0,0
129,4,0.3365714285714285,-1.4137278790132797,-0.2916063874332209,-1.1096566820325084,0.6011924150719532,-0.3980182650504199,-0.43200824445314884,-0.6386017023284863,0,0,0,0,1,0,0,0
130,9,-0.8220000000000001,0.08318562168146516,-0.7576667313004045,0.12256081970075709,-0.8219754866237474,0.16301719036151516,-0.3849658921358172,-0.11063389259639261,0,0,1,0,0,0,0,0
131,9,-0.6465714285714286,1.58009912237621,-0.7524075211812555,-0.06401909301545151,-0.16973214091687785,-0.4367126928920097,0.057233705514835406,-0.24899964890494924,0,1,0,0,0,0,0,0
133,2,0.6839999999999999,0.4574139968551514,-0.25274214283787266,-1.479169994512817,-0.6069854595782639,0.6004656697979057,0.18246044878284232,-0.709046052997685,1,0,0,0,0,0,0,0
134,12,-0.24257142857142855,0.08318562168146516,-0.09721820705208564,0.7218044481638887,2.286214413322463,-0.4689704654494344,-0.648624141389538,-0.7222962278742138,0,0,1,0,0,0,0,0
136,3,-0.3768571428571429,-1.4137278790132797,-1.014030833844619,0.2568740467700795,-0.5094297423710192,-0.2728354553198439,0.21723532100971668,0.47499622228840144,0,0,0,1,0,0,0,0
137,9,-0.23685714285714288,0.08318562168146516,-0.5853842360403315,-0.49977739079239425,-1.0267187342467579,-0.09907069157915331,-0.31354550331792796,-0.43679907649296446,0,0,0,0,1,0,0,0
138,9,0.54,1.58009912237621,-0.7837243169577904,-1.326016450524268,0.15224411905668922,-0.21235876344348645,-0.28608286215362455,-0.17600790617218168,0,1,0,0,0,0,0,0
140,3,-0.8234285714285714,-1.787956254186966,-1.0531593179549052,0.7318323587821863,-0.9471133777206755,0.0733383101932118,-0.17694008817004586,0.17227814080279102,0,0,0,0,0,1,0,0
141,4,0.37942857142857145,-1.4137278790132797,-0.46054779760000486,-1.1552380939338625,-0.28319230865086287,-0.38390067486198204,-0.3092006210636381,-0.5040336876372822,0,0,0,0,1,0,0,0
142,9,-0.4248571428571428,-0.6652711286659073,-0.8772319051763502,-0.29982693058512194,0.3817347575689093,0.23245984087006366,-0.3054440837216966,0.121634490431391,0,0,0,0,0,0,0,1
143,1,-0.40714285714285714,0.8316423720288376,0.43615717969468437,1.5045892285498055,0.4021041654008041,-1.333401673313776,0.0732868527065557,-1.0255309121604868,0,0,0,0,1,0,0,0
144,8,0.8031428571428572,-0.2910427534922211,-0.7331668637499158,-0.9981341609138629,1.2029702041346066,0.23853907168064684,0.1974498834694914,0.785567839453713,0,0,0,1,0,0,0,0
149,9,-0.18999999999999995,-0.2910427534922211,-0.8090861844920266,-0.549613067804541,-1.026279593955127,0.23199713637985583,-0.38521869905190664,0.0861501015713752,0,0,0,0,0,0,0,1
150,9,-0.6814285714285715,-0.2910427534922211,-0.9023210281754646,-0.02694621133568376,0.08478634714156393,0.16705268013780553,-0.09420892629487844,-0.15264999269593832,0,0,1,0,0,0,0,0
151,1,-0.19999999999999996,0.8316423720288376,1.1985876762734102,1.2842790710265948,1.0369855887942334,-1.9254971395457239,0.11556088324528561,-1.5007879895116552,0,1,0,0,0,0,0,0
152,0,-0.37371428571428567,-1.0394995038395936,-0.14866298858889435,0.8612835685820314,1.6271133140072611,0.22311914664127516,0.3972616550144536,1.3649258407985432,0,0,1,0,0,0,0,0
153,9,0.21199999999999997,0.8316423720288376,-0.9289073369282527,-0.8024379658173836,1.3538008486815802,-0.23246387480200875,0.0703143310041157,-0.1760124139741095,0,0,0,0,1,0,0,0
156,1,-0.9891428571428571,0.08318562168146516,0.8218116377287844,2.12358480217019,0.6543123542251377,-1.589408513213529,-0.8226120982619821,-1.0417661100596567,0,0,0,0,1,0,0,0
158,11,0.75,-0.6652711286659073,-0.7588051957235685,-1.5493653688409017,0.2994353592663191,-0.24091800278408457,-0.4706138921228762,0.31980591584366963,0,0,0,0,1,0,0,0
159,1,0.6154285714285714,1.2058707472025239,0.9102583177590342,0.4170167405835027,0.0863216665185558,-2.206570503925495,-0.23122456716536646,-0.44192326268849536,0,0,0,0,1,0,0,0
161,9,0.38514285714285723,-0.2910427534922211,-0.8946243685528028,-1.1613156155207096,-1.1049585497388201,0.23574797673260828,-0.24036993091440564,0.025537849703390753,0,0,1,0,0,0,0,0
163,4,-0.618,-0.6652711286659073,-0.10699445946471704,-0.09440670094968756,-0.554846919107599,-0.5637663026005901,-0.6057212409386342,-0.6905805987676644,0,1,0,0,0,0,0,0
164,6,-0.6925714285714286,-1.4137278790132797,-0.441742322270471,-0.015095044241331854,-0.7908694019102918,0.1921817623148526,-0.480252693123198,-0.4770127006979691,0,0,0,0,1,0,0,0
165,6,0.4265714285714286,-1.787956254186966,-0.06704002933080556,-1.2053776470253517,-0.20114761249749502,0.04553169751773302,1.1345572213818138,1.1769866607928567,0,0,0,0,0,0,0,1
166,1,-0.02314285714285713,-1.0394995038395936,0.5544168661866106,1.0961797779136746,-0.36542564908454767,-0.9656278436874678,-0.8012809668735397,-1.2048679817931702,0,0,1,0,0,0,0,0
171,8,-0.5780000000000001,-0.2910427534922211,-0.6986983056262481,0.4708028066271001,-0.984324864045919,0.6451002955252144,0.1802639512271217,0.37264964257129235,0,0,0,1,0,0,0,0
172,6,0.8645714285714285,0.08318562168146516,-0.3552345407689331,-1.6712196766571876,-1.1593670366069562,-0.16024238054432158,0.8527103467873073,1.0055911235762747,1,0,0,0,0,0,0,0
173,0,-0.76,0.08318562168146516,1.194462847979188,1.2721240278529007,2.651878607354079,1.9567884999525818,0.1281182993320174,-1.4069729838364355,0,0,0,0,1,0,0,0
174,5,-0.05314285714285716,-1.4137278790132797,0.009288026097807196,-0.08741755112481314,-0.908468945152518,0.9235729540052853,-0.23685207716161957,-0.7217361193370684,0,0,0,0,0,1,0,0
175,1,-0.8388571428571429,0.4574139968551514,2.1697397930522584,1.9637459844361094,-0.641529828604829,-2.1381937198401504,-1.9742686043542141,-1.8584908978927492,0,1,0,0,0,0,0,0
177,4,0.8862857142857143,-2.1621846293606524,-0.41718132704240607,-1.694314258687207,-0.7708853210818202,-0.42963827698052837,-0.38883381720756927,-0.49147850863423065,0,0,1,0,0,0,0,0
178,1,-0.612,0.08318562168146516,0.8418324751440367,1.722468377438277,-0.6179850109040788,-1.3611928349061284,-0.41538182532016105,-1.446915268265352,0,0,1,0,0,0,0,0
179,0,0.8062857142857143,1.2058707472025239,0.6109453371066792,-0.3937246391019109,2.4056414034161557,-0.05280648666391116,1.783928608164001,-1.1365590525763178,1,0,0,0,0,0,0,0
181,8,0.7848571428571429,-0.6652711286659073,-0.9480572829024903,-0.9786860918359518,1.366997038590119,0.33626406315191193,0.2090828686819052,-0.0329752095202107,0,0,0,0,0,0,1,0
182,1,-0.07399999999999995,0.4574139968551514,2.1967887788136857,1.1502697200366148,0.6271791932030621,-2.0888488803193805,-2.08197979678318,-1.8625881618535292,0,0,0,0,1,0,0,0
183,8,0.024571428571428466,-0.6652711286659073,-0.7073707437626064,-0.17007184470593484,0.9761348239301496,0.4838485275619701,0.191077741890672,0.645162059096345,0,0,0,1,0,0,0,0
186,7,-0.7131428571428571,0.4574139968551514,0.7029098332552794,1.8300405095254713,0.03692118408172266,-1.4802628614328222,-1.347734327770678,-0.4241956677256647,0,0,1,0,0,0,0,0
187,9,-0.16228571428571426,-0.2910427534922211,-0.6818361771727889,-0.5790890475007496,-0.4444460733772797,-0.01194731933502556,-0.349808327017016,-0.2991923281966751,0,0,0,0,0,0,0,1
190,0,-0.5660000000000001,-0.6652711286659073,-0.3556234883404399,1.0657921699794388,3.089331603692421,0.2101266255448086,-0.8250465068730567,-0.23306780360831908,0,0,0,0,0,0,0,1
193,10,-0.021428571428571463,-0.2910427534922211,1.5716143838676258,1.0943565214376205,0.8249395333058402,-0.2868142597092851,-2.086465302254629,-1.8678847684912554,0,0,0,0,1,0,0,0
194,5,-0.5682857142857143,-1.4137278790132797,0.0922777723806837,0.46047101992945993,0.6657013847541994,0.5100869080672475,1.0876777107745128,-0.8704621411066348,0,0,0,0,0,1,0,0
195,4,-0.85,-0.6652711286659073,-0.4410592591543636,0.15234067547630795,0.02985472702455279,-0.42307952041119906,-0.2772062173642497,-0.5242494127362549,0,1,0,0,0,0,0,0
197,7,-0.30428571428571427,1.2058707472025239,1.135046586505548,1.3951938399865558,-0.4716547576474462,-1.638260887122167,-1.5203391115535905,-0.976664073112617,0,0,0,0,1,0,0,0
199,12,0.9857142857142858,1.9543274975498963,-0.18010348962344044,-0.5845588169289123,1.0596159675356769,0.5374716074109849,0.18806749617384724,-0.8259742675953685,1,0,0,0,0,0,0,0
200,8,0.4731428571428571,-0.2910427534922211,-0.9219220820508516,-0.6471572892734383,-0.19742584970957536,0.18111598838200932,-0.22237760010102364,-0.0003467315190132085,0,0,0,1,0,0,0,0
203,3,0.9585714285714286,-1.0394995038395936,-0.764923726866878,-1.163442748076106,0.20123310077638917,-0.08546991193486018,0.705183221575459,0.5906787923558438,0,0,0,0,0,1,0,0
205,1,-0.6722857142857143,0.8316423720288376,1.5547933764399813,1.7865862301795141,-0.35133438168537445,-2.094492640745785,-1.3201014307245782,-1.3657819922410033,0,1,0,0,0,0,0,0
207,2,-0.9508571428571428,0.4574139968551514,-0.14367292094336934,0.2596089314841606,1.1460891011773804,0.710238171730815,0.12997630672621316,-0.7636571252560314,0,0,0,0,0,0,0,1
208,1,0.937142857142857,-0.2910427534922211,0.9398047677418006,0.07485227524400646,-0.21139095283087356,-1.3839948255751868,-0.2422304966235126,-1.5892889216993185,0,0,1,0,0,0,0,0
209,1,0.26914285714285713,-1.0394995038395936,1.5612280898463273,0.7853145487464416,-0.33913507799787923,-1.741944783291672,-1.6766279222627822,-1.481224903418364,0,0,1,0,0,0,0,0
210,2,0.478,0.4574139968551514,-0.2305084437769735,-1.260075341306976,-0.1275815677804069,0.42717653760478913,0.12718313273306875,-0.8211911624547706,1,0,0,0,0,0,0,0
211,0,-0.9785714285714285,-0.2910427534922211,1.425704146830808,1.5045892285498055,4.263444256176138,-1.722883776083131,2.4625211823464164,1.128799793301302,0,0,0,0,0,0,0,1
212,6,-0.81,0.08318562168146516,-0.25494405470539605,0.1097980243683778,-0.9861539883797588,0.0019835808923448273,1.0767784286535265,0.9774918690643674,1,0,0,0,0,0,0,0
213,0,0.26542857142857135,0.8316423720288376,1.6041794355826386,0.1815127790931747,2.6397004427883584,-0.376699752492852,2.493490337308828,2.270658419225231,1,0,0,0,0,0,0,0
214,1,-0.9191428571428572,1.9543274975498963,0.7961099552132387,2.0491351627313126,-0.33078122292516493,-1.6738345127748377,-0.16308142182452923,-1.1574081120213269,1,0,0,0,0,0,0,0
216,9,-0.9085714285714286,0.4574139968551514,-1.2010084286861564,0.21463527174149155,-0.8630702092830466,0.0560007781294922,0.02397442180218953,0.11599303164188143,0,1,0,0,0,0,0,0
218,7,0.830857142857143,0.8316423720288376,1.7709018999238082,0.1878941767593642,-0.7135647640547103,-1.8353334363306046,-2.132071857595417,-1.3201488988537462,0,1,0,0,0,0,0,0
219,12,-0.6211428571428572,-0.6652711286659073,-0.5044916284670007,1.124440253292514,-0.9767442566154872,0.5893182458303655,-0.5209302206717112,0.3329759178116532,0,0,0,0,0,0,0,1
221,9,0.7245714285714286,1.2058707472025239,-0.9692332661744527,-1.5223203977794317,-0.22076019750907797,0.1522968275949797,-0.18822159594434004,0.02343177668529477,0,0,0,0,1,0,0,0
222,0,0.3265714285714285,-0.6652711286659073,-0.5074379864542681,0.11648329811390977,2.4234997558930447,-0.8771552565515891,-0.06665195919382177,0.11613079410614376,0,0,0,0,0,0,0,1
224,6,-0.34771428571428575,-0.2910427534922211,-0.39498826192376074,-0.381873472007559,-1.029185768975376,-0.07391739370548853,0.7862315959204581,1.007513679138139,0,1,0,0,0,0,0,0
225,7,0.22199999999999998,1.2058707472025239,1.655415895495672,0.8354541018379306,-0.33826002512043873,-2.017546683909636,-1.9193316220770282,-1.1050689212567721,0,0,0,0,1,0,0,0
226,2,0.9048571428571428,-0.2910427534922211,-0.20775144195288328,-1.7140662038444603,1.0566704945297847,0.7107332980794394,0.23504689750539454,-0.6849318605157386,0,0,1,0,0,0,0,0
