,Vote,Yearly_IncomeK,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,Most_Important_Issue,Overall_happiness_score,Avg_size_per_room,Weighted_education_rank
110,Turquoises,9437.0,9.0,170.9200244,0.563,47.39133247,Social,509.8889847,374.1986012,384.7182982
111,Oranges,9428.0,7.0,149.4124114,2.572,78.29764783,Other,376.5065494,422.06747340000004,531.6221069000001
112,Greens,7407.0,9.0,271.0289912,2.593,97.15770148,Financial,651.6828797999999,497.43743889999996,275.40603010000007
113,Turquoises,4225.0,12.0,64.53768713,5.775,120.6177794,Environment,496.3084219,444.35859500000004,467.5112426
114,Browns,8212.0,11.0,296.8935463,7.787999999999999,35.68141193,Social,285.37486160000003,366.78389980000003,344.0022484
115,Browns,9385.0,10.0,567.3385975,6.615,80.33089725,Healthcare,219.2053429,265.4011956,66.42088871
116,Greens,3151.0,8.0,274.22781960000003,6.849,24.16052518,Financial,630.9239274,509.20403650000003,259.2197932
117,Browns,5536.0,12.0,663.3739663,10.464,148.0686852,Financial,20.31715981,,147.968603
118,Turquoises,8704.0,12.0,86.20136272,1.296,149.8806325,Healthcare,472.0710698,418.4525423,500.8135964
119,Turquoises,6691.0,11.0,89.06947648,3.3089999999999997,250.17695519999998,Environment,486.89449249999996,411.9753753,496.3554476
120,Violets,3301.0,11.0,720.3029723,12.699000000000002,30.04854828,Social,117.8986732,,37.44402466
121,Whites,3950.0,10.0,243.6138171,6.05,56.88318453,Environment,541.5668722999999,344.5201287,317.11780669999996
122,Pinks,4494.0,8.0,247.3557065,5.506,179.5750841,Environment,432.54033530000004,379.5937991,294.72850669999997
123,Purples,4285.0,14.0,540.8620359,11.715,271.6596613,Healthcare,170.9705208,190.18236169999997,202.8731336
124,Reds,9221.0,7.0,97.47701886,2.779,78.8165808,Other,575.525629,458.26920839999997,545.3452268
125,Turquoises,5140.0,16.0,124.5938318,4.86,47.83108583,Education,587.3004334,421.4921573,458.3013682
126,Turquoises,6001.0,12.0,175.56397969999998,3.9989999999999997,51.97672513,Social,,408.01120560000004,375.0150702
127,Turquoises,6333.0,13.0,197.27205519999998,3.667,94.13771286,Environment,382.2171928,369.4718567,410.5244285
128,Turquoises,3417.0,12.0,72.59664224,6.582999999999999,213.3575838,Environment,479.1851158,458.5137266,444.17973330000007
129,Khakis,7678.0,7.0,250.6472167,2.322,234.60700919999996,Healthcare,415.2253471,375.5624305,299.6189212
130,Turquoises,3623.0,11.0,143.864031,6.377000000000001,55.45140645,Financial,542.8129322000001,385.1775275,424.63613560000005
131,Turquoises,4237.0,15.0,145.06901489999998,5.763,137.5591111,Environment,406.425674,475.55974299999997,391.87258239999994
132,Pinks,3152.0,6.0,193.91691980000002,6.848,294.56289289999995,Social,535.2318538,414.23589489999995,329.6855657
133,Greens,8894.0,12.0,259.55174569999997,1.1059999999999999,82.51544284,Education,642.2950497,,282.9384412
134,Yellows,5651.0,11.0,295.1852029,8.349,446.7261353999999,Financial,399.0897895,331.287798,279.8009394
135,Turquoises,6871.0,13.0,87.96816461,3.1289999999999996,72.91049865,Environment,472.1832469,463.0974865,425.147941
136,Greys,5181.0,7.0,85.12619602,6.819,94.79625194,Foreign_Affairs,443.69373039999994,508.2628494,563.3071762999999
137,Turquoises,5671.0,11.0,183.3371892,4.329,29.67728669,Healthcare,483.2103534,399.7753087,347.4036567
138,Turquoises,8390.0,15.0,137.8937483,1.61,178.0911178,Environment,457.4470057,405.3884625,409.156258
139,Browns,6888.0,10.0,455.8523163,9.112,283.32840899999997,Financial,113.0511696,341.9959877,318.0476186
140,Greys,3618.0,6.0,76.16112478,8.382,39.69841323,Military,522.4186565,427.6964107,491.62672419999996
141,Khakis,7828.0,7.0,211.9395639,2.1719999999999997,123.276169,Healthcare,418.4358915,400.66336939999997,331.4832092
142,Turquoises,5013.0,9.0,116.4694021,4.987,206.9805648,Social,558.6051963,401.43117689999997,479.63484139999997
143,Browns,5075.0,13.0,417.39153030000006,10.925,209.5447693,Healthcare,202.5056178,478.8408835,207.9981612
144,Reds,9311.0,10.0,149.4774112,2.6889999999999996,310.3618533,Foreign_Affairs,559.9877014,504.21885729999997,636.8472628999999
145,Browns,3753.0,14.0,486.1674397,12.247,,Healthcare,123.5048315,336.62928189999997,239.3850044
146,Turquoises,3467.0,13.0,173.1494501,6.5329999999999995,58.7204911,,455.07318300000003,391.4272571,372.821886
147,Khakis,7472.0,5.0,207.907816,2.528,122.62554569999999,Financial,436.68233889999993,379.682212,342.7099378
148,Yellows,9347.0,16.0,159.7085237,4.6530000000000005,25.29864602,Education,605.6827553999999,585.6410812,583.6873524
149,Turquoises,5835.0,10.0,132.0828677,4.165,29.7325679,Social,558.4999706,385.1258557,471.232512
150,Turquoises,4115.0,10.0,110.7210124,5.885,169.5991909,Financial,543.730661,444.6060274,414.6871658
151,Browns,5800.0,13.0,592.0786891,10.2,289.466867,Environment,67.85453656,487.48137199999996,95.46229284
152,Blues,5192.0,8.0,283.3982364,8.808,363.75514189999996,Financial,556.4809872000001,545.0588551,774.0331332000001
153,Turquoises,,13.0,104.62958929999999,3.333,329.3491808,Healthcare,452.8748123,478.2333228,409.1551906
154,Browns,9197.0,12.0,389.27953219999995,6.803,192.4776219,Environment,310.5655409,437.61468039999994,165.6929379
155,Turquoises,3778.0,12.0,57.84154157,6.222,251.32439010000002,Financial,470.5776842,453.90896660000004,481.1429615
156,Browns,3038.0,11.0,505.75221610000006,12.962,241.29401690000003,Healthcare,144.285956,295.72599039999994,204.15383740000001
157,Browns,8196.0,10.0,767.5444777,7.803999999999999,113.2496486,Financial,70.64809815,,19.39958953
158,Whites,9125.0,9.0,143.6031874,0.875,196.6202986,Healthcare,450.95222120000005,367.6717314,526.5597468999999
159,Browns,8654.0,14.0,526.0170131,7.346,169.79246469999998,Healthcare,3.9343841860000004,416.6010784,346.1903034
160,Yellows,9991.0,13.0,363.7192083,4.0089999999999995,16.71353983,Environment,265.3938562,322.44111960000004,286.1672059
161,Turquoises,7848.0,10.0,112.4844618,2.1519999999999997,19.82806139,Financial,559.352966,414.731836,456.8801694
162,Violets,8770.0,13.0,811.075345,7.23,302.1561087,Education,44.95648539,14.62498654,36.11454926
163,Khakis,4337.0,9.0,292.94527969999996,5.662999999999999,89.07890709,Environment,377.53184369999997,340.0568227,287.3108662
164,Pinks,4076.0,7.0,216.24825180000002,5.9239999999999995,59.36719836,Healthcare,549.4453781000001,365.70163419999994,337.88149419999996
165,Pinks,7993.0,6.0,302.09959069999996,2.0069999999999997,133.60437199999998,Social,516.0950302,695.7564295,729.5311156
166,Browns,6419.0,8.0,444.48704749999996,9.581,112.92421850000001,Financial,286.14271119999995,300.0859105,165.53303269999998
167,Purples,9644.0,11.0,636.3519726,6.356,93.68311841,Social,176.92552659999998,38.40007886,204.20914409999997
168,Browns,5170.0,15.0,659.8911396000001,10.83,37.53611017,Education,123.54081070000001,232.382748,28.70836901
169,Greys,6462.0,5.0,184.05895669999998,5.537999999999999,135.1823103,Military,520.6186576,636.2808437000001,621.984024
170,Purples,3552.0,12.0,463.8749851,12.448,18.76291248,Social,284.86638999999997,99.79944322,406.52783270000003
171,Reds,4477.0,10.0,157.37480580000002,7.523,35.01404236,Foreign_Affairs,652.4456097999999,500.7061842,539.0725846
172,Pinks,9526.0,11.0,236.06881069999997,0.474,12.97884476,Education,469.2990257,638.1490841,688.9464583
173,Blues,3840.0,11.0,591.1336134,10.16,492.7578011,Healthcare,950.7424978,490.0480118,117.67669769999999
174,Oranges,6314.0,7.0,319.587783,5.686,44.56317065,Military,715.774324,415.45085839999996,279.93356719999997
175,Browns,3564.0,12.0,814.5878946,12.436,78.16682224,Environment,19.48425483,60.33620925,10.76201308
176,Oranges,8706.0,9.0,214.34267090000003,,175.1388591,Other,552.8880612,428.7835597,304.8747782
177,Khakis,9602.0,5.0,221.8756375,0.39799999999999996,61.88289594,Financial,408.0344986,384.3869532,334.4561433
178,Browns,4358.0,11.0,510.3393663,11.642000000000001,81.13076346,Financial,196.18550530000002,378.9607434,108.21878559999999
179,Blues,9322.0,14.0,457.43878279999996,4.678,461.7602114,Education,493.7315034,828.4829741000001,181.7078674
180,Violets,6317.0,12.0,497.38779900000003,9.683,138.7966392,Financial,218.390777,211.20431150000002,208.988113
181,Reds,9247.0,9.0,100.2419767,2.753,331.0103842,Other,582.2117793,506.5965505,443.02489349999996
182,Browns,6241.0,12.0,820.7853257,9.759,237.8783568,Healthcare,30.70598574,38.32086537,9.791824145
183,Reds,6586.0,9.0,155.3877872,5.414,281.8066637,Foreign_Affairs,615.7746232000001,502.9164403,603.6006535
184,Turquoises,9512.0,10.0,106.41732890000002,0.488,117.1889804,Social,442.8942728999999,439.7545251,433.41121280000004
185,Browns,4818.0,15.0,842.8464210000001,11.182,324.10200289999995,Education,17.89805989,18.25967443,4.12293115
186,Purples,4004.0,12.0,478.50957760000006,11.995999999999999,163.5736811,Financial,169.1072574,188.3950232,350.3880111
187,Turquoises,5932.0,10.0,161.2382364,4.0680000000000005,102.9767262,Social,503.02346960000006,392.3634649,379.9874848
188,Browns,3616.0,11.0,663.72829,12.384,226.87091209999997,Healthcare,13.03524921,329.80993689999997,82.34473917
189,Blues,8052.0,14.0,681.915814,5.9479999999999995,501.48573200000004,Healthcare,23.42730691,897.5347157,217.4158613
190,Blues,4519.0,9.0,235.97969550000002,9.481,547.8266057999999,Social,553.5262998,295.2284159,395.64507549999996
191,Browns,4806.0,10.0,551.8096498,11.194,38.49336284,Social,322.0991305,336.5105443,3.898832757
192,Greens,,13.0,265.636554,4.417,45.104916100000004,Education,650.8557068,545.3395307,286.1082949
193,Violets,6425.0,10.0,677.5461199,9.575,262.7734327,Healthcare,440.5147478999999,37.40406236,8.537643501
194,Oranges,4511.0,7.0,338.60229389999995,7.489,242.7277259,Military,621.7416107999999,686.1746161,244.71681230000002
195,Khakis,3525.0,9.0,216.40475440000003,6.475,162.6841196,Environment,409.5260548,407.2027808,326.69633849999997
196,Greys,3747.0,7.0,139.7156196,8.253,100.8916306,Foreign_Affairs,401.59029330000004,476.7247017,596.406662
197,Purples,5435.0,14.0,577.520231,10.565,99.55155885,Healthcare,133.1762189,153.1159256,219.56931380000003
198,Oranges,7392.0,8.0,251.8723684,4.6080000000000005,98.17168633,Military,441.9554586,279.0088865,394.0120341
199,Yellows,9950.0,16.0,276.19462660000005,4.05,292.315694,Education,627.9692878999999,502.30116910000004,255.25107200000002
200,Reds,8156.0,10.0,106.23004250000001,3.844,134.07288640000002,Foreign_Affairs,546.9288609,418.4093308,450.7509733
201,Browns,9515.0,10.0,739.9629665,6.485,74.42551308,Social,20.06377699,,56.46215107
202,Turquoises,6908.0,9.0,126.5492746,3.092,335.35731269999997,Social,610.0125777000001,446.3640799,467.82641280000007
203,Greys,9855.0,8.0,142.2013169,2.145,184.2580996,Military,,607.9956681,590.6995900000001
204,Greys,8486.0,6.0,124.4422554,3.514,251.30945269999998,Military,515.2884359,569.7782778,398.1023522
205,Browns,4147.0,13.0,673.6921109,11.853,114.69809879999998,Environment,29.42251291,194.042976,127.4302905
206,Greys,7915.0,5.0,172.25885490000002,4.085,171.9751302,Military,504.8338587,614.6748769,628.4500661000001
207,Greens,3172.0,12.0,284.5415547,6.827999999999999,303.2013712,Social,667.2589059,490.42777429999995,270.0071147
208,Browns,9780.0,10.0,532.7866602,6.22,132.31488829999998,Financial,191.0000025,414.3515506,74.50620459
209,Browns,7442.0,8.0,675.1664247,8.558,116.2338091,Financial,109.59699979999999,121.17168810000001,100.0946255
210,Greens,8173.0,12.0,264.6459041,1.827,142.8652393,Education,602.8865922,489.8568709,256.3836609
211,Blues,3075.0,10.0,644.1153418,10.925,695.629869,Social,113.9317488,967.1821059,718.1209731
212,Pinks,3665.0,11.0,259.0472463,6.335,34.7837829,Education,506.191558,683.9468862000001,682.2928509
213,Blues,7429.0,13.0,685.0073854,6.571000000000001,491.22475189999994,Education,420.07348550000006,973.5119642999999,988.5010645
214,Browns,3283.0,16.0,499.86347750000004,12.717,117.2854348,Education,125.08626140000001,430.52901610000004,176.7710298
215,Blues,4633.0,9.0,498.08294490000003,9.367,542.3391782000001,Financial,148.04216680000002,381.8226059,832.0337441
216,Turquoises,3320.0,12.0,42.28611427,6.68,50.27819407,Environment,518.4758507,468.76179979999995,478.2990034
217,Browns,3155.0,11.0,495.18956629999997,12.845,141.74820019999999,Social,,478.7134811000001,114.32437009999998
218,Purples,9408.0,13.0,723.206636,6.5920000000000005,69.09869875,Environment,88.35906804,28.08243128,138.2357262
219,Yellows,4326.0,9.0,201.8712062,9.674,-35.96832772,Social,639.7599640999999,357.38745869999997,529.6782646
220,Browns,5871.0,10.0,124.95281489999999,10.129,82.3208793,Healthcare,397.1056673,471.49101229999997,435.0908336
221,Turquoises,9036.0,14.0,95.39016087,0.9640000000000001,131.1354402,Healthcare,540.3749665,425.3905568,456.3814735
222,Blues,7643.0,9.0,201.19614019999997,6.357,464.00831150000005,Social,306.26265839999996,450.23846069999996,478.33162410000006
223,Turquoises,8693.0,13.0,129.7248562,1.307,75.65382806,Education,583.791867,440.80593260000006,420.6052663
224,Pinks,5283.0,10.0,226.9604859,4.717,29.36672383,Environment,488.9305775,624.5613359,689.4016992
225,Purples,7277.0,14.0,696.7466215,8.722999999999999,116.3439652,Healthcare,46.9211375,71.56490823,189.1643987
226,Greens,9667.0,10.0,269.859961,0.33299999999999996,,Financial,667.3715047999999,511.9033994,288.64842789999994
227,Turquoises,9907.0,9.0,121.1558967,0.09300000000000001,65.13144632,Financial,464.4418563,415.56933300000003,420.7167597
228,Turquoises,4806.0,12.0,148.4272304,5.194,139.0421349,Financial,478.53076799999997,388.06403389999997,404.92079989999996
229,Yellows,6018.0,12.0,254.8448781,7.982,-4.332702523,Financial,386.57597680000003,530.5879064,273.8467713
230,Pinks,3637.0,5.0,276.4651683,6.3629999999999995,71.39783529,Financial,520.6166621,664.5688993,721.1900086
231,Whites,8825.0,10.0,285.04452280000004,1.175,118.16427279999999,Education,531.6046972,304.5309744,294.955168
232,Browns,4639.0,15.0,533.6297860000001,11.360999999999999,39.33867786,Environment,64.44216359,314.0568946,254.08277560000002
233,Reds,9292.0,7.0,192.3811629,2.708,64.4278089,Other,690.8162352999999,524.2691234,503.26891910000006
234,Turquoises,8486.0,14.0,102.8937889,1.514,316.06865419999997,Environment,445.66472819999996,447.74032530000005,429.97331629999996
235,Violets,5500.0,13.0,671.5854619,10.5,285.67933860000005,Education,296.8793056,56.70345817,38.20221721
236,Khakis,5951.0,9.0,200.69469730000003,4.0489999999999995,,Environment,411.8536503,409.8957107,343.8276606
237,Browns,5015.0,13.0,563.0522176,10.985,212.33757319999998,,79.62793149,348.5985128,157.3737993
238,Turquoises,8864.0,14.0,97.77054059999999,1.136,188.6402417,Environment,528.2947446000001,481.216926,408.31749260000004
239,Whites,6823.0,9.0,104.07812309999998,3.177,167.211802,Healthcare,482.8068586,415.60265439999995,558.4272167
240,Yellows,9600.0,11.0,386.7712117,4.4,308.54718310000004,Social,719.4013896,268.7583716,280.951353
