,Vote,Yearly_IncomeK,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,Overall_happiness_score,Avg_size_per_room,Weighted_education_rank,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social
48,11,0.20771428571428574,-1.0404473645393344,-0.08201356088595226,-0.969657549510175,-0.8886992983346276,0.12874625466435352,-0.8809155817572979,-0.6528721424459117,0,0,0,0,0,0,0,1
50,1,-0.348,1.574814811639355,2.2440349590445567,1.4416285524736732,-0.5394825694572167,-2.2109987039049406,-2.0862769607892155,-1.818160574530383,0,1,0,0,0,0,0,0
53,6,-0.12971428571428567,-1.0404473645393344,-0.16588010799732053,-0.6112272302599644,-1.1482851762546387,0.001577273728509813,0.9670532148272687,1.1713178243286637,0,0,0,0,0,0,0,1
54,8,-0.15257142857142858,-1.0404473645393344,-0.7454498036892813,0.02004716774210039,-0.10177494072137262,0.2613131726948604,0.1844269982680063,0.7660619533004571,0,0,0,1,0,0,0,0
55,0,0.7382857142857142,-0.2932295999168517,1.7303287214877727,-0.3192628211840092,2.7629166285011166,2.0691244352150293,-1.6699841259334698,-1.384438430660351,0,0,1,0,0,0,0,0
56,7,-0.8211428571428572,-0.2932295999168517,0.87331391175873,1.944220092421471,0.07080252553039894,-1.3807957156102122,-1.7334067374494286,-0.3932116811350814,0,0,1,0,0,0,0,0
57,8,0.5820000000000001,-1.0404473645393344,-0.5997365953243879,-0.7602444078652594,-0.1358836604220277,0.7395442459837993,-0.04896245199735314,0.30528903874672025,0,0,0,0,0,0,1,0
59,6,0.8177142857142856,-1.4140562468505757,-0.41445313276115975,-1.6176242993824868,-0.8334896878601249,-0.570237355549344,1.0249870995000043,-0.4989049468496818,0,0,0,0,1,0,0,0
61,1,0.9914285714285713,0.08037928239438966,1.4502507016313613,0.018833178515173476,-0.5955707982964916,-2.0714825087623203,-1.3326307733080578,-1.1910478014683283,0,1,0,0,0,0,0,0
63,2,0.8845714285714286,0.8275970470168724,-0.4051192585191244,-1.688642669157719,-1.0440192941049846,0.480921221300306,0.2470741285371308,-0.6073280682163101,0,0,0,0,0,0,0,1
65,1,0.6054285714285714,0.8275970470168724,1.5734363912597358,0.4288580399097838,-0.8229691507553839,-1.8044165363802833,-1.0071072318966607,-1.8465693280403308,1,0,0,0,0,0,0,0
66,9,0.20028571428571418,0.08037928239438966,-0.7754581184152797,-0.9617666195351493,0.7907053269037191,0.29301448406350983,-0.07535181619721587,-0.2517669599104225,0,0,0,0,1,0,0,0
71,5,-0.48,-1.4140562468505757,-0.21775146143941115,0.36785508125669947,1.074090953787922,-0.3113891095147254,-0.1320838305710982,-0.8539513048074622,0,0,0,0,0,0,1,0
72,1,0.5245714285714285,0.453988164705631,1.6995135905706382,0.5147477777148722,-0.198748945968066,-1.9596610201639248,-1.5257724367733532,-1.6058537536536672,1,0,0,0,0,0,0,0
73,9,-0.09885714285714287,0.453988164705631,-0.7953307198820848,-0.6440049393869945,-0.09576030801752329,0.10468713373534319,-0.4672524977451749,0.13706313574053527,1,0,0,0,0,0,0,0
74,7,-0.4968571428571429,0.08037928239438966,2.1351539429933366,0.1587454369185158,-0.13594149361270735,-2.069346442785738,-2.2643532820506342,-1.6108332346439826,0,0,0,0,0,0,0,1
76,4,-0.9751428571428571,-1.787665129161817,-0.22755317737084385,0.28682130035931896,0.7069922870683093,-0.5305383908855837,-0.48865951995513984,-0.6207788909854587,0,0,1,0,0,0,0,0
77,2,-0.4491428571428572,1.574814811639355,-0.2354477836490629,-0.2719172413338545,0.6948437689966193,0.612636124744265,0.18701509792389334,-0.7243682570972068,1,0,0,0,0,0,0,0
83,1,0.6511428571428572,0.453988164705631,1.8073746741907213,0.38029847083270185,0.10035813347614128,-1.8825434132090102,-1.702884491319273,-1.7216005605843525,1,0,0,0,0,0,0,0
84,0,-0.8665714285714285,-0.666838482228093,1.2111595671192386,1.3854815507282972,2.6144284059892042,1.7263745919263447,0.3692258323815901,2.0726581993761153,0,0,0,0,0,0,0,1
86,4,-0.30228571428571427,-1.787665129161817,-1.0955287423874893,-0.4279148569939802,0.07826129368193481,-0.17491032885013078,-0.09921455157054528,0.23206846616116372,0,0,0,0,0,0,0,1
87,4,-0.7942857142857143,-0.2932295999168517,-0.3777746913214907,0.09470750519811395,-0.1666088204841928,-0.44634641060304586,-0.41537136629370297,-0.515467095453958,1,0,0,0,0,0,0,0
88,2,0.17285714285714282,0.8275970470168724,-0.22527138613041608,-0.9326308780889001,1.4140882516092157,0.6395800281500836,0.1735671192335464,-0.7190036708680507,1,0,0,0,0,0,0,0
89,12,0.040857142857142925,-0.666838482228093,-0.694745097294796,0.4215741045482215,1.0788623075769936,0.4945171148912015,0.5426134862168808,0.5293231130321997,0,0,0,0,0,0,0,1
91,2,-0.0842857142857143,0.453988164705631,-0.11455322690616049,-0.6594833020303145,-0.3599345232761937,0.704279678769829,0.25180005368076624,-0.8041760324572862,1,0,0,0,0,0,0,0
92,11,-0.5214285714285714,-0.666838482228093,-1.1281350776029155,-0.19513242273071868,-0.7946113681423,-0.12539269776976064,-0.08820312971672184,0.2208831074138557,0,1,0,0,0,0,0,0
93,5,0.7337142857142858,-0.666838482228093,-0.7441886706905683,-0.921401477739825,0.7541568710826049,-0.5540370930498333,0.11636797282979608,-0.1372063692690901,0,0,0,0,0,0,1,0
96,8,-0.9125714285714286,-1.4140562468505757,-0.660726266437883,0.8273500036485868,-0.10396258906609221,0.6414935352441137,-0.13678986215361566,0.07993836726124441,0,0,0,0,0,0,1,0
97,4,0.46599999999999997,-2.1612740114730586,-0.38214319408620934,-1.2440191147956878,-0.4540357655105668,-0.504995764100707,-0.33250695013919307,-0.5224225784185877,0,0,1,0,0,0,0,0
98,3,0.44914285714285707,-0.666838482228093,-0.8640996667591081,-0.6191181602349901,-0.06732468418356401,-0.23361373130033428,-0.3444444941236616,0.3164810112965449,0,0,0,1,0,0,0,0
103,9,0.46399999999999997,0.8275970470168724,-0.8303104095258385,-1.2418946336485654,-0.42783656346512594,0.4881687614906402,0.3525210330371632,0.042163390767961814,0,0,0,0,1,0,0,0
105,9,0.7342857142857142,1.574814811639355,-0.4448767705363314,-1.5290030858168124,0.5760168366009608,0.044055030830456095,-0.6081144796340588,-0.3988589467776754,1,0,0,0,0,0,0,0
108,1,0.19657142857142862,1.2012059293281137,1.3492224332880502,0.8631626858429353,-0.18095438853976126,-1.8501648824983743,-1.263935313713518,-1.3324812580983503,0,0,0,0,1,0,0,0
109,5,-0.7314285714285714,-1.4140562468505757,-0.33809935835534033,0.6349327111806502,0.455334812646025,-0.6729647913724174,-0.7210675339510104,0.40010095326709233,0,0,0,0,0,1,0,0
110,9,0.8391428571428572,-0.666838482228093,-0.6392608775890978,-1.640386597387369,-0.8864990119299117,0.023809712739406012,-0.44122646112620156,-0.27876541334544797,0,0,0,0,0,0,0,1
113,9,-0.65,0.453988164705631,-1.1038422593677437,-0.05855863470142578,-0.30291960115650934,-0.03595231833624588,-0.09731454393956798,0.07112352211791591,0,1,0,0,0,0,0,0
115,1,0.8242857142857143,-0.2932295999168517,1.0919352324013623,0.19637910295325417,-0.6239865917407882,-1.2553600161053566,-0.974532157410738,-1.6239131499586479,0,0,0,0,1,0,0,0
116,2,-0.9568571428571429,-1.0404473645393344,-0.18810630179979507,0.26739747272848646,-1.0716373246360893,0.5564307913648922,0.22054637507149774,-0.809131118236282,0,0,1,0,0,0,0,0
117,1,-0.27542857142857147,0.453988164705631,1.51133045797804,1.3645402365638057,-0.08414914179946714,-2.1305786615656555,0.1413835798727312,-1.2792866464664174,0,0,1,0,0,0,0,0
119,9,0.05457142857142849,0.08037928239438966,-0.9967096950135702,-0.8069829931019508,0.7296044477834635,-0.07737884458792633,-0.2560513762638457,0.19302120621256483,0,1,0,0,0,0,0,0
121,11,-0.7285714285714286,-0.2932295999168517,-0.32180044641261285,0.024903124649808584,-0.8108535359501979,0.16321004032834827,-0.5867050996469161,-0.5644499505864642,0,1,0,0,0,0,0,0
122,6,-0.5731428571428572,-1.0404473645393344,-0.30545927369046494,-0.14019941021226975,0.16694163860163744,-0.31656737303957966,-0.41478015244094757,-0.6590687420733616,0,1,0,0,0,0,0,0
126,9,-0.14257142857142857,0.453988164705631,-0.6189803007042668,-0.5975698514570351,-0.8499556473550127,0.16957655658494886,-0.27548303706852706,-0.3197719524905674,0,0,0,0,0,0,0,1
128,9,-0.8808571428571429,0.453988164705631,-1.0686480664521147,0.1866671891378375,0.43617184293238626,-0.11130439073092593,-0.027928585034522033,-0.02747711361126286,0,1,0,0,0,0,0,0
129,4,0.3365714285714285,-1.4140562468505757,-0.2910849480637075,-1.1065348348461996,0.6055194990607752,-0.39276295330543926,-0.43454121040318466,-0.6384014987982257,0,0,0,0,1,0,0,0
130,9,-0.8220000000000001,0.08037928239438966,-0.7574168715419642,0.12414674395109498,-0.8222641156425788,0.16869339706124714,-0.38740970049125756,-0.1100697625855546,0,0,1,0,0,0,0,0
131,9,-0.6465714285714286,1.574814811639355,-0.752154596810566,-0.06220060238220706,-0.16790537083814153,-0.4314864101313801,0.05562798136470117,-0.24853089395637373,0,1,0,0,0,0,0,0
133,2,0.6839999999999999,0.453988164705631,-0.2521980567519614,-1.4755875598320223,-0.6065768186100705,0.6064700551469233,0.16438901373915518,-0.708894406527425,1,0,0,0,0,0,0,0
134,12,-0.24257142857142855,0.08037928239438966,-0.09658349508360557,0.7226434328261293,2.2960064729801712,-0.46376838282373384,-0.6515676512722348,-0.7221537147060623,0,0,1,0,0,0,0,0
136,3,-0.3768571428571429,-1.4140562468505757,-1.0139303608859316,0.2582925535265335,-0.5087047021976808,-0.26748623005740385,0.21593284188169948,0.4759640252177423,0,0,0,1,0,0,0,0
137,9,-0.23685714285714288,0.08037928239438966,-0.5850339849620265,-0.4974157402355537,-1.0276714002145373,-0.09359110608427781,-0.31585395130641386,-0.4364597710742215,0,0,0,0,1,0,0,0
138,9,0.54,1.574814811639355,-0.7834896413038797,-1.3226249172392142,0.15511514400482276,-0.20696416790320515,-0.2883392612349697,-0.17548883825460637,0,1,0,0,0,0,0,0
140,3,-0.8234285714285714,-1.787665129161817,-1.053081645688524,0.7326588439482773,-0.9478078622896484,0.07894723881301767,-0.17898963307177418,0.17303728115086947,0,0,0,0,0,1,0,0
141,4,0.37942857142857145,-1.4140562468505757,-0.4601248026552767,-1.1520594308559642,-0.2817335201514162,-0.37863477194593326,-0.31150083436079784,-0.5037407268156069,0,0,0,0,1,0,0,0
142,9,-0.4248571428571428,-0.666838482228093,-0.8770517176477969,-0.29771451240605423,0.3853500818537925,0.23818814420818393,-0.30773717739543366,0.1223587222772776,0,0,0,0,0,0,0,1
143,1,-0.40714285714285714,0.8275970470168724,0.4371026966522496,1.504452494967148,0.4057855531069997,-1.3288480964654021,0.0717115534803208,-1.0255974176662148,0,0,0,0,1,0,0,0
144,8,0.8031428571428572,-0.2932295999168517,-0.732902727590172,-0.9951513232756433,1.209249013963636,0.2442719357244271,0.19610990574856363,0.7867497183807166,0,0,0,1,0,0,0,0
149,9,-0.18999999999999995,-0.2932295999168517,-0.8088662875383672,-0.5471892985395626,-1.0272308356738395,0.23772509259199043,-0.38766298654275216,0.08684987414433792,0,0,0,0,0,0,0,1
150,9,-0.6814285714285715,-0.2932295999168517,-0.9021554604152651,-0.02517393096093214,0.0874385885470635,0.1727319143062481,-0.09610167394843519,-0.15211482424517075,0,0,1,0,0,0,0,0
151,1,-0.19999999999999996,0.8275970470168724,1.199977471703615,1.2844169475866203,1.042726066254198,-1.9213877592130322,0.11406570439337345,-1.5011820881629157,0,1,0,0,0,0,0,0
152,0,-0.37371428571428567,-1.0404473645393344,-0.14805825418436144,0.8619486966160079,1.6347677330437589,0.22884044248809193,0.39630037300165344,1.3665070692967465,0,0,1,0,0,0,0,0
153,9,0.03142857142857136,0.8275970470168724,-0.9287572613666193,-0.7996990577403884,1.3605688425114284,-0.227084362336877,0.06873339806970472,-0.1754933491637473,0,0,0,0,1,0,0,0
156,1,-0.9891428571428571,0.08037928239438966,0.8229818807097063,2.122676508779747,0.6588117203416151,-1.5850469955055468,-0.8258853609516534,-1.041843806434078,0,0,0,0,1,0,0,0
158,11,0.75,-0.666838482228093,-0.7585559993636115,-1.545695437687059,0.30278376465652046,-0.23554483269853,-0.473220025899657,0.3206667466034898,0,0,0,0,1,0,0,0
159,1,0.6154285714285714,1.2012059293281137,0.9114800998062581,0.4182356341741721,0.08897888737420377,-2.2026719879149086,-0.23337699539100767,-0.4415874893545,0,0,0,0,1,0,0,0
161,9,0.38514285714285723,-0.2932295999168517,-0.8944543158458482,-1.1581293769905994,-1.1061649682916972,0.24147874686633253,-0.24253969200274184,0.026195842449826968,0,0,1,0,0,0,0,0
163,4,-0.618,-0.666838482228093,-0.10636544424959288,-0.0925503330553834,-0.5542691789493777,-0.5586353368520913,-0.6085834385736023,-0.6904162241203332,0,1,0,0,0,0,0,0
164,6,-0.6925714285714286,-1.4140562468505757,-0.44130836912313404,-0.013337535998393518,-0.7910571456016381,0.19787984859647953,-0.48287709495566994,-0.476701114398571,0,0,0,0,1,0,0,0
165,6,0.4265714285714286,-1.787665129161817,-0.06638773213355355,-1.2021364864667048,-0.19942273117035536,0.051119765311594755,1.1349933078245655,1.178438343430344,0,0,0,0,0,0,0,1
166,1,-0.02314285714285713,-1.0404473645393344,0.5554312946490608,1.0965521147196597,-0.36423356523649897,-0.9607983588766182,-0.8045138014750965,-1.2050581037531318,0,0,1,0,0,0,0,0
171,8,-0.5780000000000001,-0.2932295999168517,-0.6984140841755487,0.4719546574656938,-0.9851400353878728,0.6511381662602173,0.17889140165754835,0.37354689833872484,0,0,0,1,0,0,0,0
172,6,0.8645714285714285,0.08037928239438966,-0.35475017837746253,-1.6673978576864956,-1.1607499163913328,-0.15480868672172937,0.8526122594877771,1.0069246638317908,1,0,0,0,0,0,0,0
173,0,-0.76,0.08037928239438966,1.195850239816642,1.2722770553173501,2.6628566135011744,1.9638104135713716,0.12664692007679793,-1.4073024161118082,0,0,0,0,1,0,0,0
174,5,-0.05314285714285716,-1.4140562468505757,0.009984800676325489,-0.08556989500055272,-0.9090380955217343,0.9298197379842905,-0.23901517099452985,-0.7215932200879384,0,0,0,0,0,1,0,0
175,1,-0.8388571428571429,0.453988164705631,2.171695491841627,1.96303692543884,-0.6412332242370025,-2.1342439068158616,-1.9797245581472283,-1.8591315599862115,0,1,0,0,0,0,0,0
177,4,0.8862857142857143,-2.1612740114730586,-0.4167330618738483,-1.6904636529981096,-0.7710082510700776,-0.4244066869154562,-0.39128495629539195,-0.49117689356882427,0,0,1,0,0,0,0,0
178,1,-0.612,0.08037928239438966,0.8430143845353498,1.7220600638938215,-0.6176120444139792,-1.3566601072921267,-0.41788327984562706,-1.4472722326264513,0,0,1,0,0,0,0,0
179,0,0.8062857142857143,1.2012059293281137,0.6119927054670398,-0.3914951801861687,2.4158207966491814,-0.04729219325486273,1.7855954236836926,-1.1367020894152857,1,0,0,0,0,0,0,0
181,8,0.7848571428571429,-0.666838482228093,-0.9479183662711289,-0.9757274956448103,1.373807831182741,0.34207024155660576,0.20776493851872935,-0.032357549633692334,0,0,0,0,0,0,1,0
182,1,-0.07399999999999995,0.453988164705631,2.198760239409717,1.1505746353179136,0.6315905592430067,-2.0848620482550353,-2.08763989153333,-1.863231648177609,0,0,0,0,1,0,0,0
183,8,0.024571428571428466,-0.666838482228093,-0.7070915758578846,-0.16812116243159203,0.9816779461331735,0.48976542545127166,0.18972568729034506,0.6462471567791964,0,0,0,1,0,0,0,0
186,7,-0.7131428571428571,0.453988164705631,0.7040107905605593,1.8294981104768644,0.039418185999677925,-1.4758194614592464,-1.3520028347996578,-0.4238476748185723,0,0,1,0,0,0,0,0
187,9,-0.16228571428571426,-0.2932295999168517,-0.6815421299337607,-0.5766285372925433,-0.4435102738368265,-0.0064023729303096044,-0.35218550256641207,-0.2987581708974045,0,0,0,0,0,0,0,1
190,0,-0.5660000000000001,-0.666838482228093,-0.35513935259393403,1.0662023840464836,3.1017283865580123,0.2158381742597351,-0.8283243834054745,-0.23258806689100497,0,0,0,0,0,0,0,1
193,10,-0.021428571428571463,-0.2932295999168517,1.5732215469616992,1.094731130879269,0.82999228886358,-0.2814755214992839,-2.09213389821398,-1.8685319057489285,0,0,0,0,1,0,0,0
194,5,-0.5682857142857143,-1.4140562468505757,0.09302290619704563,0.461635749036814,0.6702376885336854,0.5160234902775113,1.088024948250415,-0.8704217582167887,0,0,0,0,0,1,0,0
195,4,-0.85,-0.666838482228093,-0.4406249079769907,0.15388948001080732,0.03232881053792772,-0.41784300989498097,-0.2794457928758006,-0.5239703865476235,0,1,0,0,0,0,0,0
197,7,-0.30428571428571427,1.2012059293281137,1.136399355690818,1.3951934645437134,-0.47080720312555846,-1.6339360190011358,-1.5249347499138002,-0.9766968948663742,0,0,0,0,1,0,0,0
199,12,0.9857142857142858,1.9484236939505966,-0.17951707602039874,-0.5820914888137152,1.0654298413485246,0.5434287339231818,0.18670973636844376,-0.8259032193601417,1,0,0,0,0,0,0,0
200,8,0.4731428571428571,-0.2932295999168517,-0.9217679360875464,-0.6446119340004581,-0.19568889771326792,0.18680577299860987,-0.22451326100394256,0.00029341907043569276,0,0,0,1,0,0,0,0
203,3,0.9585714285714286,-1.0404473645393344,-0.7646780958570525,-1.1602538581377215,0.20426301005565886,0.05775862319598171,0.704805531684359,0.5917263349015263,0,0,0,0,0,1,0,0
205,1,-0.6722857142857143,0.8275970470168724,1.5563907377074992,1.7860979956142229,-0.3500965960995679,-2.090510042692439,-1.3243175661668714,-1.3660830317008927,0,1,0,0,0,0,0,0
207,2,-0.9508571428571428,0.453988164705631,-0.14306527875951508,0.2610240292871192,1.1521834304215846,0.7163249096152889,0.12850844888227195,-0.7635431220188648,0,0,0,0,0,0,0,1
208,1,0.937142857142857,-0.2932295999168517,0.9410437669015733,0.07649766679420808,-0.20969929338792778,-1.3794792042647854,-0.24440378397180473,-1.589744023753031,0,0,1,0,0,0,0,0
209,1,0.26914285714285713,-1.0404473645393344,1.5628292007076205,0.7860743699330675,-0.3378577268171435,-1.7376976999672447,-1.6815197689063495,-1.4816055172985076,0,0,1,0,0,0,0,0
210,2,0.478,0.453988164705631,-0.2299514018165212,-1.256766001678422,-0.12561809215310232,0.43305091954537733,0.12570998109189488,-0.8211168172408493,1,0,0,0,0,0,0,0
211,0,-0.9785714285714285,-0.2932295999168517,1.4272262860734695,1.504452494967148,4.279648999463027,-1.7186223929819442,2.4654741087564886,1.1302182608889835,0,0,0,0,0,0,0,1
212,6,-0.81,0.08037928239438966,-0.2544012517030521,0.11139985706836077,-0.9869750920596821,0.007538978411271632,1.0771050091314502,0.9788060405958574,1,0,0,0,0,0,0,0
213,0,0.26542857142857135,0.8275970470168724,1.6058055747689624,0.18302522145705677,2.6506389519003335,-0.37142844736582803,2.4965019583892785,2.2728639662207657,1,0,0,0,0,0,0,0
214,1,-0.9191428571428572,1.9484236939505966,0.7972652214791637,2.0483196686304654,-0.32947677796478647,-1.6695363323781118,-0.1651047009190689,-1.1575655200486274,1,0,0,0,0,0,0,0
216,9,-0.9085714285714286,0.453988164705631,-1.2010169100788843,0.21610642789081855,-0.8634921194457954,0.061596699942503476,0.022305662587103956,0.11671337484871705,0,1,0,0,0,0,0,0
218,7,0.830857142857143,0.8275970470168724,1.772625190525434,0.18939866489842375,-0.7135017881914089,-1.8311564141984173,-2.137826889937553,-1.3204184835719484,0,1,0,0,0,0,0,0
219,12,-0.6211428571428572,-0.666838482228093,-0.5040942401816955,1.1247773642457135,-0.9775348420260966,0.5953142682596049,-0.5236317170866531,0.3338458266106588,0,0,0,0,0,0,0,1
221,9,0.7245714285714286,1.2012059293281137,-0.9691066890724608,-1.5186841773879323,-0.2190989250250297,0.1579649917609324,-0.19029252226189938,0.024088317722503288,0,0,0,0,1,0,0,0
222,0,0.3265714285714285,-0.666838482228093,-0.5070423150512653,0.1180767978164596,2.433737068525267,-0.8722593986350827,-0.06849247916785045,0.1168512322721944,0,0,0,0,0,0,0,1
224,6,-0.34771428571428575,-0.2932295999168517,-0.3945270645586049,-0.37965878522363006,-1.0301464361946406,-0.06841893793054737,0.7860075139538456,1.0088485446049016,0,1,0,0,0,0,0,0
225,7,0.22199999999999998,1.2012059293281137,1.6570718908541395,0.8361514255438078,-0.3369798359098795,-2.0135063601551626,-1.9246834558812902,-1.1051902520514458,0,0,0,0,1,0,0,0
226,2,0.9048571428571428,-0.2932295999168517,-0.20718113918235373,-1.710190977935674,0.15205724433179768,0.7168204074131329,0.2337781759859594,-0.6847635922116468,0,0,1,0,0,0,0,0
227,9,0.9734285714285715,-0.666838482228093,-0.8565853677551427,-1.783030331551297,-0.7451188737192912,-0.1761829340852118,-0.23843442939782883,-0.12663332692391596,0,0,1,0,0,0,0,0
