,Vote,Yearly_IncomeK,Last_school_grades,Avg_education_importance,Avg_monthly_expense_on_pets_or_plants,Avg_Residancy_Altitude,Most_Important_Issue_Military,Avg_Satisfaction_with_previous_vote,Avg_size_per_room,Number_of_differnt_parties_voted_for,Avg_monthly_household_cost,Phone_minutes_10_years,Most_Important_Issue_Other,Avg_environmental_importance,Political_interest_Total_Score,Overall_happiness_score
48,11,0.20771428571428574,-0.2620478041377443,-0.7694820143021579,-0.5552624312973368,-0.7093470803701047,0,-0.9701266760860541,-0.8810151158771723,-1.0398537854051868,-0.6892107834395779,-0.674429722992073,0,-0.5514376502374365,-0.08157328021489386,0.12749697967501866
50,1,-0.348,0.7900512087468053,-2.8093512859252723,-0.4683110652114327,-1.9198407334308063,0,1.4393648773900996,-2.084467718881213,1.578886795612142,-2.232200642580887,-1.0184403744440895,0,-2.2932227479956953,2.24478091499384,-2.2127805427434524
53,6,-0.12971428571428567,-0.2620478041377443,0.9254028841231223,-0.5843877281737264,1.1796878894201501,0,-0.61196311099413,0.9640272898336312,-1.0398537854051868,0.8640930889159693,1.0671531945375927,0,0.693870900080637,-0.16545084856244976,0.00029905301937114263
54,8,-0.15257142857142858,-1.8401963234645689,0.29016435614719016,-0.28193423032082815,0.7034666764753376,0,0.01884147443449175,0.18264041791153998,-1.0398537854051868,0.3139468433249004,0.5533929106283119,0,0.275042179403117,-0.7450967078109587,0.2600940720832419
55,0,0.7382857142857142,-0.7880973105800192,-1.870935611456721,3.0634853448020776,-1.4742097007524757,0,-0.32021599023339226,-1.6688341135292264,-0.29164219082880716,-0.9287101653883182,-0.9603970037299502,0,-0.35421921518196203,1.7310071692592406,2.068316821727692
56,7,-0.8211428571428572,-0.7880973105800192,-1.985461338063593,-0.18478591773817127,-0.6100247019601202,0,1.9415823742505796,-1.7321562907998267,-0.29164219082880716,-1.5646180059854047,-0.516148718367987,0,-1.6406891938397357,0.8738797358088256,-1.3823885868018766
57,8,0.5820000000000001,-1.314146817022294,0.08162976423058255,-0.29955090428382725,0.2617911986768665,0,-0.7608693857275209,-0.050379443452453036,-1.0398537854051868,0.18055778133342457,0.05728299485211538,1,0.2770148661813655,-0.5993643506943835,0.7384339985103205
59,6,0.8177142857142856,0.2640017023045305,-0.05707012550660722,-0.5451629463549572,-0.4697710032443378,0,-1.6176111904562982,-0.2018962126300974,-1.4139595826933766,-0.34696632391393073,-0.5841660793093534,0,-0.38340986727617726,-0.4140565392951426,-0.5716457305297286
61,1,0.9914285714285713,0.7900512087468053,-1.3435140226280287,-0.4859705638714141,-1.2524445426437525,0,0.017628388693282992,-1.3320149840866846,0.08246360645938267,-1.57636354601681,-0.9077615250159591,0,-1.7211293091840458,1.45089234323739,-2.0732325914550884
63,2,0.8845714285714286,-0.2620478041377443,0.3444357219203438,-0.5763279182747983,-0.49773596463156944,0,-1.688576706317018,0.24518834196537237,0.8306752010357623,0.17248585871753783,-0.7204321137050975,0,0.2884308634705521,-0.40472143845160624,0.4797521070375189
65,1,0.6054285714285714,1.3161007151890802,-0.9190556195251085,-0.5430830508313924,-1.7808443892742192,0,0.4273480977865849,-1.007006932505279,0.8306752010357623,-1.4046580009397565,-1.0193459522416017,0,-1.4686888191187764,1.574094221186699,-1.8061058305320974
66,9,0.20028571428571418,0.2640017023045305,0.05737615497328689,0.3648277577056384,-0.23329830045747224,0,-0.9622416187681964,-0.07672701820505799,0.08246360645938267,-0.03052547846179697,-0.41741239972408023,0,0.044332002312415277,-0.775108966048829,0.29180259918382173
71,5,-0.48,-1.314146817022294,0.004738168639761636,-0.4858596240010341,-0.7727834017092581,0,0.36639053929083815,-0.13336919337309402,-1.4139595826933766,-0.3049454091879354,-0.7765631825440903,1,-0.27151590598758013,-0.21732901862519963,-0.31273856644177433
72,1,0.5245714285714285,1.3161007151890802,-1.6310533967000713,-0.33065017473537484,-1.647479487709914,0,0.5131739139771135,-1.5248507939020954,0.4565694037475725,-1.7550155807498593,-1.000398471051802,0,-1.8313483041737846,1.700187988803313,-1.961385650474727
73,9,-0.09885714285714287,1.3161007151890802,-0.32158666294282817,-0.27877353397878957,0.049907381603613125,0,-0.6447164260067699,-0.4680070969701004,0.4565694037475725,-0.2758021959011181,-0.10050095474921247,0,-0.24042912391616653,-0.7949841790531539,0.1034323825004018
74,7,0.9762857142857142,-0.2620478041377443,-3.710367885951109,-0.43831990329693066,-1.7641379755057192,0,0.1574365203676074,-2.2622620435405594,0.08246360645938267,-2.288369604972191,-1.0010493801036757,0,-2.3327971827479113,2.1358855904556777,-2.0710960392752926
76,4,-0.9751428571428571,-0.7880973105800192,-0.34341842225903496,0.2889502944002455,-0.6214296552787644,0,0.2854170660651448,-0.4893802196280028,-1.7880653799815664,-0.559108921423884,-0.6564778443364928,0,-0.5586439530194538,-0.2271320226390686,-0.5319377297386109
77,2,-0.4491428571428572,1.3161007151890802,0.2924200249704756,0.27820054900274094,-0.6100432238296775,0,-0.27290564632624575,0.18522441912635626,1.578886795612142,0.14032680411646742,-0.7127883598774136,0,0.2923869006341553,-0.23502766637886674,0.6114969909268744
83,1,0.6511428571428572,1.3161007151890802,-1.929554281934431,-0.16680597921406468,-1.776439324461173,0,0.37882466813822935,-1.7016823788313125,0.4565694037475725,-1.8795517271874207,-1.0127002930896452,0,-1.9210051054522865,1.808063246876965,-1.8842504903034034
84,0,-0.8665714285714285,-0.2620478041377443,0.4483517825210555,2.9285804361017886,1.8833999032544348,0,1.3832596618591884,0.3671466098427279,-0.665747988116997,0.9857072241532453,2.469627674638891,0,1.0577689191274668,1.2117697888092864,1.7254889630231913
86,4,-0.30228571428571427,-0.2620478041377443,0.0353191473633892,-0.18028546241736995,0.18960426335597935,0,-0.4287871640715879,-0.10055196522874178,-1.7880653799815664,-0.06800795156072215,-0.012927322724490976,0,-0.11166145285131329,-1.0952216517734896,-0.17622872099616776
87,4,-0.7942857142857143,1.3161007151890802,-0.26920628730531443,-0.3149724315892906,-0.5174507687352062,0,0.0934462475188385,-0.4162081230041232,-0.29164219082880716,-0.4722456405986002,-0.5943777202200301,0,-0.4723074226389122,-0.37737327779574736,-0.4477265859977119
88,2,0.17285714285714282,1.3161007151890802,0.2806864226684589,1.02890232225239,-0.6073581946535093,0,-0.933127560979183,0.17179773627292103,0.8306752010357623,0.1379199984571718,-0.7099884508886423,0,0.2948207277637401,-0.22484993153938754,0.6384470272015159
89,12,0.040857142857142925,-0.2620478041377443,0.5918175266150165,0.6500899946609351,0.5492137630806041,0,0.4200695833393316,0.5402596919164473,-0.665747988116997,0.5717118252909704,0.2867979266872811,0,0.5682892155489018,-0.6943853381095382,0.49335109527400695
91,2,-0.0842857142857143,1.3161007151890802,0.3485023201672368,-0.5050066323835203,-0.67055084030074,0,-0.6601832692071833,0.24990678326824384,0.4565694037475725,0.19157631204405964,-0.7529424325040529,0,0.3614826350319874,-0.11411722240190551,0.7031614045096757
92,11,-0.5214285714285714,0.7900512087468053,0.04551226638389285,-0.5372290375685622,0.18141750424573583,0,-0.19617797319478353,-0.08955798074966174,-0.665747988116997,-0.05141240206991289,-0.023444548999546535,0,-0.08667704506472895,-1.127832271916983,-0.1266998189009318
93,5,0.7337142857142858,-1.314146817022294,0.23041545609926914,0.33131293752568824,-0.10316372020214935,0,-0.9219065178730008,0.11468916881202534,-0.665747988116997,-0.06584059219463548,-0.3309727098744083,1,-0.15305673372599088,-0.7438354090817473,-0.555441780588079
96,8,-0.9125714285714286,-1.314146817022294,0.00034062687228682037,-0.28307981040529917,0.049780813632202596,0,0.8255434923384021,-0.1380677726177256,-1.4139595826933766,0.06026962686575298,-0.15124002987504376,1,0.1667050158243263,-0.6603620367028934,0.6403609698407534
97,4,0.46599999999999997,-0.7880973105800192,-0.187037113931092,-0.4386906441094413,-0.5109865475919003,0,-1.244284053599263,-0.3334749285843322,-2.1621711772697565,-0.4293207058691431,-0.5986301411771433,0,-0.4439306125857961,-0.38174235464277195,-0.5063892890381666
98,3,0.44914285714285707,-1.8401963234645689,-0.19876495521621343,-0.26361047271021193,0.22674252488100205,0,-0.6198481683119877,-0.34539356861336823,-0.665747988116997,-0.23540830042032587,0.06822325837264008,0,-0.2798334758777485,-0.8637621631307297,-0.23494548529158185
103,9,0.46399999999999997,0.2640017023045305,0.4342845720551828,-0.42895138268096167,0.09085814435865436,0,-1.2421611535521475,0.35046826374385354,0.8306752010357623,0.3568380464115673,-0.18400148872468747,0,0.40873695637553803,-0.8299684655169104,0.4870012968853881
105,9,0.7342857142857142,1.3161007151890802,-0.467720717071564,0.17655218595765432,-0.4439518412026969,0,-1.5290559313480494,-0.6086460138272469,1.578886795612142,-0.477029735306464,-0.5199075737425185,0,-0.39417027623336715,-0.44448417516143823,0.042786478746841654
108,1,0.19657142857142862,0.2640017023045305,-1.2484816089914883,-0.32202746274854616,-1.366684460352533,0,0.8613295217040648,-1.2634283086698852,1.2047809983239521,-1.5042949075470797,-0.9478768546324025,0,-1.6046810080294898,1.3498507983679147,-1.8518645897147459
109,5,-0.7314285714285714,-2.366245829906844,-0.5894232960508173,0.07981139379387361,0.2432095104399759,1,0.6332694023567937,-0.7214201988970945,-1.4139595826933766,-0.5772751858501473,0.15171158905893972,0,-0.6760555339131711,-0.33769273093644764,-0.6743965487810609
110,9,0.8391428571428572,-0.2620478041377443,-0.29521757917967895,-0.5548861399008113,-0.31271422095172574,0,-1.6403565481039648,-0.4420222744431522,-0.665747988116997,-0.3462575431835517,-0.43694047751768283,0,-0.0233303646895067,-0.6388938270020699,0.022536552493482735
113,9,-0.65,0.7900512087468053,0.0370797956883911,-0.3782734643437608,0.04801048897356798,0,-0.059705827308783585,-0.09865496639585764,0.4565694037475725,-0.06337484398241107,-0.15894128009481032,0,-0.06994112162614825,-1.1035362612660429,-0.03723908138840141
115,1,0.8242857142857143,0.2640017023045305,-0.8797578622947828,-0.4943778054236567,-1.5796080518771272,0,0.19504217834508286,-0.9744834429816479,-0.29164219082880716,-1.223446924300803,-1.002707052935933,0,-1.2195188931879566,1.0925297863478642,-1.2569243361001445
116,2,-0.9568571428571429,-0.7880973105800192,0.3215378834600129,-0.5789384407352824,-0.6796697938248939,0,0.2660076942058028,0.21870259709630588,-1.0398537854051868,0.13663727542933637,-0.7553428522654292,0,0.2848227195095174,-0.1876799631973645,0.5552788643032724
117,1,-0.27542857142857147,-0.7880973105800192,-1.2464342768426726,-0.2726258687762104,-1.319561230919745,0,1.3623339328233355,0.47263653481130163,0.4565694037475725,-1.5560410660185857,-0.9338245503301945,0,-1.7072998922421037,1.5119801263175419,-2.132342195499976
119,9,0.05457142857142849,0.7900512087468053,-0.112763761711099,0.3091355128858186,0.13134161959832427,0,-0.8075731867640632,-0.25714042758318634,0.08246360645938267,-0.1610786744715778,-0.04940217789394902,0,-0.1747310919491823,-0.9963896181959118,-0.07867503698843789
121,11,-0.7285714285714286,0.7900512087468053,-0.44512276356880986,-0.540626189780015,-0.5866758519858915,0,0.023693817399327303,-0.5872705371258756,-0.29164219082880716,-0.4641221845241637,-0.6238705564516134,0,-0.34831475938058465,-0.3213916770889404,0.1619686098548369
122,6,-0.5731428571428572,0.7900512087468053,-0.2686136224528712,-0.12486210021079107,-0.6439543345877262,0,-0.14128584340508135,-0.41561784538082486,-1.0398537854051868,-0.46759436009615396,-0.6778435482822174,0,-0.43354069502905174,-0.30504835690835574,-0.3179180086232786
126,9,-0.14257142857142857,-0.2620478041377443,-0.1315055960734344,-0.5483184016148619,-0.32366992803054767,0,-0.5983158964055301,-0.276541316961994,0.4565694037475725,-0.3283587880128473,-0.46598545622791526,0,-0.34458942131830933,-0.6186105849660485,-0.06562713304801729
128,9,-0.8808571428571429,0.7900512087468053,0.10085855290170968,0.06505215613200567,-0.02836477693522124,0,0.18533749241541148,-0.02937888512363877,0.4565694037475725,-0.04895480263853574,-0.24274901837100296,0,-0.06369849889577307,-1.068337443341684,-0.1126083051352282
129,4,0.3365714285714285,0.2640017023045305,-0.28847446302847585,0.2011975871303939,-0.628738725296524,0,-1.1069020934073563,-0.4353476102932099,-1.4139595826933766,-0.4944835724408424,-0.666391591859488,0,-0.4734592072580582,-0.2906721422943534,-0.39413093223733864
130,9,-0.8220000000000001,-0.7880973105800192,-0.24127835354909408,-0.5429418881051878,-0.15581844771092335,0,0.12286357674315415,-0.3882907365010743,0.08246360645938267,-0.24866581863071893,-0.3096489830685796,0,-0.1860020180933505,-0.7570653483035775,0.16745321468854155
131,9,-0.6465714285714286,0.7900512087468053,0.1763699359735029,-0.31561386567525346,-0.2105357897032642,0,-0.06334508453241039,0.05404536347140636,1.578886795612142,-0.0995186317538573,-0.4150501576650734,0,-0.15258959850068313,-0.7518023820357479,-0.4328632031492529
133,2,0.6839999999999999,1.3161007151890802,0.2903236408931581,-0.4892699141449237,-0.5967677330603316,0,-1.4756801587348582,0.2673863645224554,0.4565694037475725,0.1399371917709872,-0.7046776689558387,0,0.2897607079609397,-0.2517801407017085,0.6053295178322212
134,12,-0.24257142857142855,-0.7880973105800192,-0.5140367694744724,2.2666732659346778,-0.7355606472868902,0,0.7209148471591358,-0.6520303742575967,0.08246360645938267,-0.6737118018461609,-0.711634074973362,0,-0.6423035880886866,-0.09614512910549164,-0.46515252374145916
136,3,-0.3768571428571429,-1.8401963234645689,0.3175432414437543,-0.458019872780389,0.4525170947616528,0,0.2569095511467361,0.21409636976656726,-1.4139595826933766,0.16986395822191144,0.2301243573243322,0,0.0680738868562597,-1.0136125471043993,-0.2688256939779979
137,9,-0.23685714285714288,0.2640017023045305,-0.1707366717828445,-0.5746211816256781,-0.43267383809534876,0,-0.49823632275579677,-0.31684830096728733,0.08246360645938267,-0.3125972046504281,-0.5445761758953592,0,-0.26852301557682823,-0.5846598082035757,-0.09489098865809426
138,9,0.54,0.7900512087468053,-0.14395550969918838,-0.13245763370740896,-0.26435457401909784,0,-1.3228313553425382,-0.2893771823771735,1.578886795612142,-0.2743777010394438,-0.41741239972408023,0,-0.2741218925245631,-0.7831415443917639,-0.20828985602218333
140,3,-0.8234285714285714,-2.366245829906844,-0.039311131348367764,-0.5645568934989285,0.12543844874379767,1,0.730922804524109,-0.1802007171778211,-1.7880653799815664,-0.07697411716122478,-0.06780933198281257,0,-0.06834833274567366,-1.0527689769328896,0.07768662876108554
141,4,0.37942857142857145,0.2640017023045305,-0.16648714545411056,-0.3689829349766343,-0.49132432159045947,0,-1.1523928087026896,-0.3125020774939667,-1.4139595826933766,-0.38384222712002675,-0.5871601616077696,0,-0.3808000786165957,-0.45973421108487017,-0.37999953507492257
142,9,-0.4248571428571428,-0.2620478041377443,-0.16281684543425376,0.02670860913370158,0.0611918604358114,0,-0.2986837183269346,-0.3087443805488235,-0.665747988116997,-0.1390837553583791,-0.113699242434678,0,-0.09117131741693507,-0.8767159160998889,0.2369637799655282
143,1,-0.40714285714285714,0.2640017023045305,0.1907487180859292,0.04198705860585383,-0.893121571576813,0,1.5021420644976597,0.07010346609925992,0.8306752010357623,-0.4180618344097706,-0.8496330540889286,0,-0.5498377897337813,0.43761119645334523,-1.3304291435375586
144,8,0.8031428571428572,-1.8401963234645689,0.30033725704259756,0.7914286637228646,0.7234800509107244,0,-0.9956014766514409,0.19430482467179655,-0.29164219082880716,0.32174104951803806,0.5778645600544943,0,0.2774051718652518,-0.7325479828507252,0.243048956251259
149,9,-0.18999999999999995,-0.2620478041377443,-0.24153040234610848,-0.5745735243567932,0.017739480315725933,0,-0.5479728381453611,-0.38854362145597526,-0.29164219082880716,-0.20021903080286538,-0.14517768734087785,0,-0.1438502566060266,-0.8085215254721635,0.23650062295128685
150,9,-0.6814285714285715,-0.7880973105800192,0.038203305029522676,-0.17471378252716027,-0.1486030916620644,0,-0.026345969425539337,-0.09744401707117747,-0.29164219082880716,-0.054413555926765424,-0.3425493710051456,0,-0.006827101308150945,-0.9018229578499404,0.1714926511654789
151,1,-0.19999999999999996,0.7900512087468053,0.2283795311085335,0.6122705160608967,-1.3059397940534565,0,1.2822702739035485,0.1123905461824766,0.8306752010357623,-0.6001936250251005,-0.9841839827806339,0,-0.7894252757557714,1.2005862239100737,-1.9231036779097337
152,0,-0.37371428571428567,-0.7880973105800192,0.4710573879669734,1.305838778656124,1.26500097297127,0,0.8601164359628556,0.39417827598962457,-1.0398537854051868,0.5544726085646017,1.340458257875334,0,0.44227174503036604,-0.14762665270886852,0.22761395055712094
153,9,0.4791428571428571,0.2640017023045305,0.18808995996650538,0.9650367032962339,-0.14415672605288177,0,-0.8002946723168097,0.06713002681092382,0.8306752010357623,-0.033055613977224216,-0.3605057173182645,0,-0.06000997130879821,-0.9284282546496561,-0.22841463013799299
156,1,-0.9891428571428571,0.2640017023045305,-0.7063822912444299,0.24670727643468796,-1.0438839210010382,0,2.1199059782082856,-0.8260720393654382,0.08246360645938267,-1.0950646039089693,-0.8558757330505129,0,-1.207316919734659,0.8235410904276148,-1.586686357596752
158,11,0.75,0.2640017023045305,-0.327659542503291,-0.03311071568950998,0.2108578374542884,0,-1.5457358602896716,-0.4739651751165724,-0.665747988116997,-0.32375448097478304,0.07232905625674595,0,-0.3602486368316173,-0.7582046258225381,-0.23687702623973364
159,1,0.6154285714285714,0.2640017023045305,-0.09100796012945253,-0.17377493351627274,-0.42465722975457515,0,0.4167335975510071,-0.2345019532155756,1.2047809983239521,-0.7215718230518895,-0.5478919596379794,0,-1.0285960425762852,0.9120509394267731,-2.204451931457994
161,9,0.38514285714285723,-0.7880973105800192,-0.0997848435226242,-0.5817199536434458,-0.013671051011315749,0,-1.158458237408734,-0.24365014004132574,-0.29164219082880716,-0.10979900260217167,-0.1976605034707031,0,-0.05709903734935541,-0.8941208012425162,0.24025513161813933
163,4,-0.618,0.7900512087468053,-0.4682173305130361,-0.47310388019317273,-0.7010482906983792,0,-0.09367222806263274,-0.6091142301367398,-0.665747988116997,-0.6596536265926776,-0.6948538404430399,0,-0.5092107217067617,-0.10592836375628602,-0.5600410710251037
164,6,-0.6925714285714286,0.2640017023045305,-0.3375084364564529,-0.536469840200292,-0.49353752033393833,0,-0.01451838344875277,-0.4836069515124467,-1.4139595826933766,-0.37013440221100535,-0.570286085072062,0,-0.26345062297136923,-0.4409153048104326,0.19664630953287326
165,6,0.4265714285714286,-0.2620478041377443,1.0513136916130863,-0.3309738750579681,1.2114929671926644,0,-1.2024325955275563,1.1317014376719001,-1.7880653799815664,0.9918067348499968,1.0768279588861516,0,0.8178299469038208,-0.0659453980102518,0.049852821275975
166,1,-0.02314285714285713,-0.7880973105800192,-0.6822004812209645,-0.4040243283747273,-1.1845184718409236,0,1.0945452554514732,-0.8047343232831669,-1.0398537854051868,-0.970450405367409,-0.9121291586867252,0,-0.9670948304850626,0.5559553444813811,-0.9622956318672362
